id_cliente,nome_cliente,data_nascimento,rg,cpf,endereco,numero,complemento,bairro,cidade,estado,cep,telefone,codigo_produto,nome_produto,quantidade,valor_produto,forma_pagamento,codigo_loja,nome_loja,codigo_vendedor,nome_vendedor,data_venda,data_compra,status_venda,observacoes,erros
12,Otavio Machado,25/02/1987,8948364,60832495115,"Passarela Rodrigues, 54",141,,Eymard,Sao Paulo,SP,56437085,3168956319,P004,Monitor,1,950.0,Cartao Credito,L002,Loja Shopping,V007,Mackenzie Nogueira,15/01/2024,15/01/2024,CONCLUIDA,,
13,Emanuel Sa,05/09/1973,8704595,34951802732,"Praia Novais, 23",64,,Maria Goretti,Sao Paulo,SP,40157970,5160582956,P002,Smartphone,1,2500.0,Cartao Credito,L001,Loja Centro,V002,Maria Oliveira,06/09/2024,06/09/2024,CONCLUIDA,,
14,Benjamin Nunes,05/10/1972,9960490,82163794040,"Setor Ferreira, 747",26,,Vitoria Da Conquista,Sao Paulo,SP,79696124,55071551087,P006,Caixa de Som,4,200.0,Dinheiro,L001,Loja Centro,V002,Maria Oliveira,13/11/2024,13/11/2024,CONCLUIDA,,
15,Matteo Novaes,20/06/1978,2673409,68034952133,"Vale Arthur Sales, 87",56,,Sion,Sao Paulo,SP,2922033,5004682369,P007,Mouse,1,80.0,Boleto,L001,Loja Centro,V001,Carlos Silva,21/01/2024,21/01/2024,CONCLUIDA,,
16,Caroline Vargas,11/04/1976,4048971,01325479616,"Alameda Fernanda da Costa, 33",659,,Diamante,Sao Paulo,SP,95654200,8133582491,P001,Notebook,4,3500.0,Dinheiro,L001,Loja Centro,V002,Maria Oliveira,26/04/2025,26/04/2025,CONCLUIDA,,
17,Milena Araujo,09/10/1956,4608921,29634810713,Rua Hellena da Mota,776,,Madre Gertrudes,Sao Paulo,SP,50314006,55711689731,P007,Mouse,2,80.0,Boleto,L002,Loja Shopping,V003,Joao Souza,06/10/2024,06/10/2024,CONCLUIDA,,
18,Helena Sampaio,29/04/1996,4101441,19263478031,"Esplanada Siqueira, 25",2,,Madri,Sao Paulo,SP,79629628,55081044798,P001,Notebook,4,3500.0,Dinheiro,L001,Loja Centro,V001,Carlos Silva,20/12/2024,20/12/2024,CONCLUIDA,,
19,Maria Fernanda Pimenta,02/05/1984,3176172,59840613251,"Setor de Leao, 4",40,,Nova Esperanca,Sao Paulo,SP,36773413,8457980960,P008,Impressora,4,600.0,Cartao Debito,L003,Loja Bairro,V005,Barone Mendes,13/09/2025,13/09/2025,CONCLUIDA,,
20,Davi Lucas Pereira,14/09/1972,7311707,32160789496,"Patio Caio Carvalho, 3",2,,Conjunto Serra Verde,Sao Paulo,SP,29175694,55817787478,P005,Teclado,3,150.0,Dinheiro,L001,Loja Centro,V001,Carlos Silva,16/11/2023,16/11/2023,CONCLUIDA,,
21,Luana Mendes,26/01/1985,1989336,72863541919,"Morro Alexia Leao, 57",30,,Jardim Do Vale,Sao Paulo,SP,1204585,7124654387,P003,Tablet,1,1800.0,Cartao Credito,L002,Loja Shopping,V004,Antonio Santos,29/08/2025,29/08/2025,CONCLUIDA,,
22,Vinicius Montenegro,24/08/1990,5639209,96257148049,"Aeroporto Anna Liz Rezende, 82",2,,Venda Nova,Sao Paulo,SP,83767300,8175602650,P007,Mouse,2,80.0,Cartao Debito,L002,Loja Shopping,V007,Mackenzie Nogueira,23/10/2024,23/10/2024,CONCLUIDA,,
23,Augusto Rodrigues,21/01/1977,3022188,52438719664,"Viela Almeida, 511",54,,Vila Boa Vista,Sao Paulo,SP,38822818,55212514362,P002,Smartphone,5,2500.0,Pix,L002,Loja Shopping,V007,Mackenzie Nogueira,10/11/2024,10/11/2024,CONCLUIDA,,
24,Luiz Gustavo da Paz,13/08/2007,2571203,94512308660,"Viaduto Leao, 95",57,,Mariano De Abreu,Sao Paulo,SP,46342344,55051573816,P005,Teclado,2,150.0,Cartao Credito,L001,Loja Centro,V002,Maria Oliveira,18/07/2025,18/07/2025,CONCLUIDA,,
25,Maria Clara Camara,03/06/1978,9699227,15263790406,"Recanto de Rios, 361",47,,Granja Werneck,Sao Paulo,SP,60391469,8427741739,P002,Smartphone,1,2500.0,Dinheiro,L002,Loja Shopping,V004,Antonio Santos,01/01/2025,01/01/2025,CONCLUIDA,,
26,Theodoro Caldeira,09/06/1977,5209812,51263804780,"Setor de Moreira, 43",49,,Juliana,Sao Paulo,SP,2503097,55051109880,P007,Mouse,2,80.0,Boleto,L002,Loja Shopping,V003,Joao Souza,07/02/2024,07/02/2024,CONCLUIDA,,
27,Brayan Mendonca,23/09/1995,2156650,60479258120,"Avenida Livia Pastor, 76",50,,Andiroba,Sao Paulo,SP,28861195,6163636104,P008,Impressora,4,600.0,Cartao Credito,L002,Loja Shopping,V003,Joao Souza,08/12/2023,08/12/2023,CONCLUIDA,,
28,Stephany Cardoso,12/06/1968,6455613,25130687930,"Trevo Nunes, 2",90,,Tunel De Ibirite,Sao Paulo,SP,70259906,55617495413,P001,Notebook,2,3500.0,Dinheiro,L003,Loja Bairro,V006,Thiago Costa,17/12/2024,17/12/2024,CONCLUIDA,,
29,Emilly Carvalho,08/09/1996,5288518,96710382478,"Sitio Novaes, 30",4,,Pirineus,Sao Paulo,SP,58744778,1128937022,P006,Caixa de Som,3,200.0,Cartao Credito,L001,Loja Centro,V002,Maria Oliveira,24/01/2024,24/01/2024,CONCLUIDA,,
30,Maria Cecilia Duarte,08/12/1956,4936061,34801567975,Conjunto Marques,36,,Maria Goretti,Sao Paulo,SP,44229911,2122837257,P003,Tablet,4,1800.0,Dinheiro,L002,Loja Shopping,V003,Joao Souza,03/11/2023,03/11/2023,CONCLUIDA,,
31,Luiz Otavio Casa Grande,09/01/1972,2002727,27109645894,Aeroporto Melissa Mendonca,25,,Nova Floresta,Sao Paulo,SP,72192653,55071812085,P007,Mouse,3,80.0,Dinheiro,L002,Loja Shopping,V004,Antonio Santos,27/08/2025,27/08/2025,CONCLUIDA,,
32,Ester Cavalcanti,25/04/1966,9803922,29756031859,"Rodovia Pietra da Rocha, 93",957,,Jardim Felicidade,Sao Paulo,SP,52518832,1194421402,P003,Tablet,2,1800.0,Dinheiro,L002,Loja Shopping,V007,Mackenzie Nogueira,23/08/2024,23/08/2024,CONCLUIDA,,
33,Bianca Vasconcelos,29/05/1969,7046231,95720346180,"Trecho Silveira, 63",18,,Cardoso,Sao Paulo,SP,58380862,8002206932,P007,Mouse,1,80.0,Cartao Credito,L003,Loja Bairro,V006,Thiago Costa,28/02/2024,28/02/2024,CONCLUIDA,,
34,Marcela Andrade,04/09/1969,8950170,37162845991,"Ladeira de Lopes, 554",42,,Parque Sao Pedro,Sao Paulo,SP,77792311,7120526208,P005,Teclado,4,150.0,Pix,L003,Loja Bairro,V005,Barone Mendes,31/01/2024,31/01/2024,CONCLUIDA,,
35,Clarice Cunha,31/01/1975,8674275,48063275144,"Avenida de Machado, 10",83,,Vila Calafate,Sao Paulo,SP,52049791,8178347264,P001,Notebook,2,3500.0,Boleto,L001,Loja Centro,V001,Carlos Silva,06/07/2024,06/07/2024,CONCLUIDA,,
36,Arthur Gabriel Camargo,06/04/1993,9095924,35249187005,Rua de Aragao,7,,Miramar,Sao Paulo,SP,55635249,55081173820,P006,Caixa de Som,3,200.0,Cartao Debito,L001,Loja Centro,V002,Maria Oliveira,15/09/2025,15/09/2025,CONCLUIDA,,
37,Matteo Moreira,15/11/2005,9783270,82753649065,"Estrada Antonio Nunes, 93",80,,Piratininga,Sao Paulo,SP,97474304,4192550967,P005,Teclado,3,150.0,Boleto,L001,Loja Centro,V001,Carlos Silva,07/07/2024,07/07/2024,CONCLUIDA,,
38,Ester Casa Grande,30/12/1989,3220984,67304159839,"Lagoa Brito, 6",309,,Petropolis,Sao Paulo,SP,53978267,8002630265,P007,Mouse,5,80.0,Dinheiro,L002,Loja Shopping,V003,Joao Souza,10/11/2023,10/11/2023,CONCLUIDA,,
39,Benicio Lopes,18/12/2006,9098386,38904276500,"Trevo Luiz Gustavo Barros, 87",6,,Serrano,Sao Paulo,SP,5543961,2160787499,P002,Smartphone,4,2500.0,Pix,L001,Loja Centro,V001,Carlos Silva,16/09/2024,16/09/2024,CONCLUIDA,,
40,Clarice Farias,23/10/1978,9151786,59243107607,"Residencial Anthony Souza, 54",26,,Etelvina Carneiro,Sao Paulo,SP,54335872,2136804411,P002,Smartphone,5,2500.0,Pix,L002,Loja Shopping,V003,Joao Souza,24/08/2024,24/08/2024,CONCLUIDA,,
41,Julia Duarte,14/11/1986,4664938,63910748287,"Distrito de Sampaio, 5",677,,Cinquentenario,Sao Paulo,SP,66926280,6144854135,P001,Notebook,2,3500.0,Boleto,L002,Loja Shopping,V003,Joao Souza,16/11/2023,16/11/2023,CONCLUIDA,,
42,Mariah Barbosa,03/01/1987,6812816,47162059830,"Area Anthony Novaes, 67",821,,Santa Monica,Sao Paulo,SP,98604208,4153471739,P003,Tablet,4,1800.0,Pix,L002,Loja Shopping,V007,Mackenzie Nogueira,19/12/2023,19/12/2023,CONCLUIDA,,
43,Pedro Pimenta,30/08/1969,1292277,89523467000,"Jardim de Novaes, 91",25,,Sao Damiao,Sao Paulo,SP,17136279,55031367157,P003,Tablet,5,1800.0,Cartao Credito,L002,Loja Shopping,V004,Antonio Santos,20/09/2024,20/09/2024,CONCLUIDA,,
44,Otto Andrade,15/02/1969,3936313,48521076371,"Jardim de Pimenta, 98",90,,Vila Dos Anjos,Sao Paulo,SP,5840041,55418499465,P006,Caixa de Som,1,200.0,Cartao Credito,L002,Loja Shopping,V004,Antonio Santos,25/11/2023,25/11/2023,CONCLUIDA,,
45,Anthony Gabriel Viana,27/10/1984,7040637,84312560790,"Favela Costela, 95",401,,Camponesa 1a Secao,Sao Paulo,SP,63078484,3005251450,P001,Notebook,1,3500.0,Boleto,L001,Loja Centro,V002,Maria Oliveira,05/02/2025,05/02/2025,CONCLUIDA,,
46,Pedro Henrique Ferreira,14/04/1997,9612547,40218793588,"Area Pastor, 53",56,,Boa Vista,Sao Paulo,SP,92044608,55061285765,P003,Tablet,3,1800.0,Cartao Credito,L001,Loja Centro,V001,Carlos Silva,18/11/2024,18/11/2024,CONCLUIDA,,
47,Raul Pires,04/11/1971,8554544,90852431732,"Loteamento Erick Freitas, 79",81,,Aeroporto,Sao Paulo,SP,24334055,6190955387,P008,Impressora,1,600.0,Dinheiro,L003,Loja Bairro,V006,Thiago Costa,19/08/2024,19/08/2024,CONCLUIDA,,
48,Zoe Melo,26/02/1957,6678075,46758092356,"Trevo Agatha Pinto, 75",11,,Maravilha,Sao Paulo,SP,45238206,55811432008,P002,Smartphone,1,2500.0,Cartao Debito,L002,Loja Shopping,V004,Antonio Santos,15/09/2024,15/09/2024,CONCLUIDA,,
49,Davi Lucas Montenegro,23/04/1975,2667085,34068275190,"Largo de Viana, 9",7,,Candelaria,Sao Paulo,SP,6240894,1106298126,P002,Smartphone,3,2500.0,Pix,L003,Loja Bairro,V005,Barone Mendes,27/04/2025,27/04/2025,CONCLUIDA,,
50,Jose Miguel Montenegro,04/01/2001,1778917,82705413626,"Jardim Santos, 1",31,,Vila Santa Monica 2a Secao,Sao Paulo,SP,57322541,2128461800,P001,Notebook,3,3500.0,Cartao Credito,L003,Loja Bairro,V006,Thiago Costa,09/12/2023,09/12/2023,CONCLUIDA,,
51,Jose Miguel Castro,28/03/1975,4297215,73950428674,"Travessa Rebeca Camargo, 737",80,,Leticia,Sao Paulo,SP,22598483,6188962901,P003,Tablet,2,1800.0,Pix,L002,Loja Shopping,V003,Joao Souza,24/02/2025,24/02/2025,CONCLUIDA,,
52,Antony Macedo,27/03/1998,5724805,68402953700,"Vila Alice Cassiano, 4",11,,Santa Lucia,Sao Paulo,SP,96363416,6166119583,P002,Smartphone,2,2500.0,Cartao Credito,L001,Loja Centro,V002,Maria Oliveira,05/11/2023,05/11/2023,CONCLUIDA,,
53,Joana Brito,15/12/1989,2558402,82046379500,"Patio Novaes, 964",22,,Bandeirantes,Sao Paulo,SP,45862400,1113717907,P004,Monitor,5,950.0,Dinheiro,L001,Loja Centro,V002,Maria Oliveira,15/02/2024,15/02/2024,CONCLUIDA,,
54,Asafe Cavalcanti,19/10/1967,9753787,43951267828,Quadra de Guerra,1,,Caicaras,Sao Paulo,SP,29457818,4185985898,P008,Impressora,3,600.0,Pix,L001,Loja Centro,V001,Carlos Silva,05/12/2024,05/12/2024,CONCLUIDA,,
55,Felipe da Mota,05/03/1964,4288647,69023748131,"Praia Pinto, 438",1,,Copacabana,Sao Paulo,SP,4867305,1158434422,P004,Monitor,1,950.0,Pix,L002,Loja Shopping,V003,Joao Souza,12/03/2025,12/03/2025,CONCLUIDA,,
56,Clarice Farias,08/06/1979,4254935,03142679561,"Alameda de Lopes, 4",967,,Vila Copacabana,Sao Paulo,SP,7826482,55211809687,P008,Impressora,5,600.0,Dinheiro,L003,Loja Bairro,V006,Thiago Costa,12/02/2025,12/02/2025,CONCLUIDA,,
57,Murilo Melo,02/06/2000,9899740,75620198359,"Setor Pinto, 50",61,,Independencia,Sao Paulo,SP,50507946,55011466343,P002,Smartphone,5,2500.0,Boleto,L002,Loja Shopping,V007,Mackenzie Nogueira,21/06/2024,21/06/2024,CONCLUIDA,,
58,Maria Liz das Neves,14/10/1964,1389684,71634289528,"Largo Enrico Farias, 3",5,,Sion,Sao Paulo,SP,30369764,55081880676,P004,Monitor,2,950.0,Pix,L001,Loja Centro,V001,Carlos Silva,29/10/2023,29/10/2023,CONCLUIDA,,
59,Lucas Pires,03/10/1971,9309633,13826740580,"Colonia Sophia Leao, 1",4,,Sport Club,Sao Paulo,SP,14341142,55084409865,P001,Notebook,2,3500.0,Cartao Debito,L001,Loja Centro,V002,Maria Oliveira,15/10/2025,15/10/2025,CONCLUIDA,,
60,Maria Luisa Silva,14/07/2005,7725353,45230918624,"Setor de Moura, 5",8,,Boa Uniao 2a Secao,Sao Paulo,SP,64115181,1107279432,P008,Impressora,4,600.0,Boleto,L001,Loja Centro,V002,Maria Oliveira,09/03/2024,09/03/2024,CONCLUIDA,,
61,Leandro Pimenta,12/02/1959,4411732,91305647270,"Alameda Dias, 45",247,,Vila Sao Rafael,Sao Paulo,SP,13229972,5007498855,P001,Notebook,4,3500.0,Cartao Credito,L001,Loja Centro,V001,Carlos Silva,02/07/2025,02/07/2025,CONCLUIDA,,
62,Matheus Farias,08/11/1967,7204810,80645291315,"Rua Pastor, 17",94,,Sao Vicente,Sao Paulo,SP,85916389,55412898981,P006,Caixa de Som,3,200.0,Dinheiro,L001,Loja Centro,V002,Maria Oliveira,14/11/2023,14/11/2023,CONCLUIDA,,
63,Apollo da Luz,19/11/2002,4671016,95873201404,"Lagoa da Rocha, 6",15,,Pilar,Sao Paulo,SP,54116882,1185503577,P003,Tablet,5,1800.0,Cartao Credito,L003,Loja Bairro,V006,Thiago Costa,25/11/2024,25/11/2024,CONCLUIDA,,
64,Caleb Pires,18/09/1973,5204632,71358620407,"Colonia de Duarte, 27",62,,Jardim Felicidade,Sao Paulo,SP,45207553,4132354911,P006,Caixa de Som,2,200.0,Boleto,L002,Loja Shopping,V007,Mackenzie Nogueira,31/10/2024,31/10/2024,CONCLUIDA,,
65,Juan Barbosa,22/09/1979,2568480,79125036416,"Aeroporto de Melo, 69",21,,Vila Batik,Sao Paulo,SP,27024479,55116978821,P001,Notebook,2,3500.0,Boleto,L001,Loja Centro,V002,Maria Oliveira,07/09/2025,07/09/2025,CONCLUIDA,,
66,Diego Cavalcante,01/12/1974,7066359,13467259006,"Praia de Monteiro, 96",91,,Grota,Sao Paulo,SP,88395554,55510209940,P008,Impressora,3,600.0,Dinheiro,L001,Loja Centro,V002,Maria Oliveira,30/05/2025,30/05/2025,CONCLUIDA,,
67,Kevin Machado,01/02/1979,7736735,96213547819,"Patio Lopes, 2",533,,Camponesa 2a Secao,Sao Paulo,SP,51743287,55414274252,P001,Notebook,4,3500.0,Boleto,L003,Loja Bairro,V005,Barone Mendes,08/02/2025,08/02/2025,CONCLUIDA,,
68,Isabelly Novais,15/01/1981,1941723,05876142930,"Praia de Costela, 647",2,,Vila Sao Geraldo,Sao Paulo,SP,52453915,55811501369,P004,Monitor,1,950.0,Cartao Credito,L003,Loja Bairro,V005,Barone Mendes,17/08/2025,17/08/2025,CONCLUIDA,,
69,Joana Mendonca,08/02/1968,2909499,32056781921,"Chacara de Cassiano, 96",96,,Santa Amelia,Sao Paulo,SP,43084799,55845625234,P003,Tablet,3,1800.0,Dinheiro,L002,Loja Shopping,V003,Joao Souza,23/09/2024,23/09/2024,CONCLUIDA,,
70,Isadora Caldeira,25/05/1993,2650942,04673821580,"Praca Aragao, 9",97,,Bacurau,Sao Paulo,SP,90967376,55081691761,P003,Tablet,1,1800.0,Boleto,L002,Loja Shopping,V007,Mackenzie Nogueira,26/04/2025,26/04/2025,CONCLUIDA,,
71,Nicolas Camara,17/11/1995,2723083,59871463219,"Nucleo de Vargas, 810",31,,Alpes,Sao Paulo,SP,52561152,55081225581,P002,Smartphone,5,2500.0,Cartao Debito,L001,Loja Centro,V001,Carlos Silva,17/12/2023,17/12/2023,CONCLUIDA,,
72,Nathan das Neves,13/10/1973,4882901,23680497113,Nucleo Caldeira,13,,Santa Tereza,Sao Paulo,SP,90729117,55081383034,P007,Mouse,2,80.0,Cartao Credito,L002,Loja Shopping,V004,Antonio Santos,30/01/2025,30/01/2025,CONCLUIDA,,
73,Ana Clara Novaes,22/07/1982,7938379,34286519015,"Rodovia Calebe Borges, 14",6,,Barao Homem De Melo 3a Secao,Sao Paulo,SP,97008476,1133357187,P003,Tablet,1,1800.0,Cartao Debito,L002,Loja Shopping,V007,Mackenzie Nogueira,13/04/2024,13/04/2024,CONCLUIDA,,
74,Anthony Gabriel Mendes,11/10/1976,9753827,35704619207,"Sitio da Cruz, 18",9,,Santa Ines,Sao Paulo,SP,55725362,9002210709,P001,Notebook,3,3500.0,Boleto,L001,Loja Centro,V001,Carlos Silva,16/04/2025,16/04/2025,CONCLUIDA,,
75,Leonardo Moreira,19/05/2002,7305178,34961578010,"Lagoa Barbara Montenegro, 64",4,,Vila Independencia 2a Secao,Sao Paulo,SP,39956007,1183337516,P007,Mouse,4,80.0,Boleto,L003,Loja Bairro,V005,Barone Mendes,25/08/2024,25/08/2024,CONCLUIDA,,
76,Maria Alice Sales,14/08/1957,6556888,83056921759,"Feira Camara, 12",980,,Concordia,Sao Paulo,SP,45357380,55311096155,P006,Caixa de Som,3,200.0,Dinheiro,L001,Loja Centro,V001,Carlos Silva,15/03/2024,15/03/2024,CONCLUIDA,,
77,Agatha Cirino,16/12/1999,8951391,78169234573,"Alameda de Cavalcanti, 69",87,,Aarao Reis,Sao Paulo,SP,10978322,8465923141,P002,Smartphone,5,2500.0,Dinheiro,L003,Loja Bairro,V005,Barone Mendes,22/07/2024,22/07/2024,CONCLUIDA,,
78,Brayan da Conceicao,20/05/1971,1369127,39850216786,"Estacao de Guerra, 6",62,,Caetano Furquim,Sao Paulo,SP,40282844,8425402369,P008,Impressora,2,600.0,Cartao Debito,L001,Loja Centro,V001,Carlos Silva,25/03/2025,25/03/2025,CONCLUIDA,,
79,Stephany Brito,09/03/1978,3009145,17952340832,Conjunto Leo Aparecida,32,,Vila Bandeirantes,Sao Paulo,SP,36083413,5148221233,P003,Tablet,1,1800.0,Dinheiro,L003,Loja Bairro,V005,Barone Mendes,29/09/2024,29/09/2024,CONCLUIDA,,
80,Maria Sophia Carvalho,21/05/1969,7911533,53182076426,"Avenida da Cunha, 8",35,,Coqueiros,Sao Paulo,SP,89035278,8004485193,P002,Smartphone,3,2500.0,Dinheiro,L001,Loja Centro,V001,Carlos Silva,06/04/2024,06/04/2024,CONCLUIDA,,
81,Ana Livia Nogueira,13/08/2007,8302927,70431926840,Distrito de Nunes,82,,Conjunto Sao Francisco De Assis,Sao Paulo,SP,98499365,55712399018,P008,Impressora,1,600.0,Cartao Debito,L002,Loja Shopping,V004,Antonio Santos,28/11/2023,28/11/2023,CONCLUIDA,,
82,Jade Lima,11/03/1978,2730743,42938761546,"Estacao Antonio das Neves, 574",17,,Suzana,Sao Paulo,SP,23121148,7172161076,P004,Monitor,4,950.0,Pix,L001,Loja Centro,V002,Maria Oliveira,18/09/2024,18/09/2024,CONCLUIDA,,
83,Ravi Camara,26/09/1998,1501812,04597168249,"Campo de Siqueira, 35",76,,Granja Werneck,Sao Paulo,SP,33779367,55041877877,P002,Smartphone,3,2500.0,Cartao Debito,L002,Loja Shopping,V007,Mackenzie Nogueira,09/07/2024,09/07/2024,CONCLUIDA,,
84,Evelyn Porto,16/12/2006,9118250,57082346956,"Conjunto da Conceicao, 77",85,,Vila Nova Cachoeirinha 3a Secao,Sao Paulo,SP,1739340,55849064399,P003,Tablet,1,1800.0,Dinheiro,L001,Loja Centro,V001,Carlos Silva,19/08/2024,19/08/2024,CONCLUIDA,,
85,Gustavo Henrique Fernandes,16/10/1968,7140439,43271650853,"Trecho Olivia Cavalcante, 69",4,,Vila Paraiso,Sao Paulo,SP,69034321,55110403669,P003,Tablet,5,1800.0,Boleto,L002,Loja Shopping,V003,Joao Souza,22/10/2025,22/10/2025,CONCLUIDA,,
86,Diego Jesus,10/09/1988,4547621,15632984737,Vila de da Costa,19,,Madre Gertrudes,Sao Paulo,SP,7929888,8185322884,P007,Mouse,1,80.0,Cartao Debito,L002,Loja Shopping,V004,Antonio Santos,07/10/2024,07/10/2024,CONCLUIDA,,
87,Igor Sa,05/05/2004,5328496,84350629700,Patio Joana Moura,399,,Conjunto California Ii,Sao Paulo,SP,85694515,55061008477,P006,Caixa de Som,5,200.0,Boleto,L001,Loja Centro,V002,Maria Oliveira,11/01/2025,11/01/2025,CONCLUIDA,,
88,Heloisa Monteiro,27/12/1996,6649278,73091482669,"Lagoa de Aparecida, 15",7,,Vila Nova Cachoeirinha 3a Secao,Sao Paulo,SP,40858607,55214799577,P001,Notebook,2,3500.0,Dinheiro,L003,Loja Bairro,V006,Thiago Costa,22/01/2025,22/01/2025,CONCLUIDA,,
89,Zoe da Luz,15/05/1965,8040829,27164593809,"Vale Ramos, 74",19,,Aparecida 7a Secao,Sao Paulo,SP,94253710,55410167073,P004,Monitor,1,950.0,Cartao Credito,L003,Loja Bairro,V005,Barone Mendes,24/03/2025,24/03/2025,CONCLUIDA,,
90,Breno Caldeira,21/11/1974,2440236,26539748191,"Praca de Santos, 927",92,,Pantanal,Sao Paulo,SP,65773734,55316245769,P008,Impressora,5,600.0,Boleto,L002,Loja Shopping,V004,Antonio Santos,10/07/2024,10/07/2024,CONCLUIDA,,
91,Bruno Sa,05/09/1959,6518102,48357096166,"Parque Rios, 96",50,,Delta,Sao Paulo,SP,16704531,55419771919,P007,Mouse,1,80.0,Boleto,L001,Loja Centro,V001,Carlos Silva,22/08/2025,22/08/2025,CONCLUIDA,,
92,Bruna da Costa,11/07/1984,2286893,08372451923,"Alameda Ana Beatriz Marques, 281",6,,Alto Dos Pinheiros,Sao Paulo,SP,60398481,7147871866,P006,Caixa de Som,4,200.0,Cartao Debito,L003,Loja Bairro,V006,Thiago Costa,06/09/2024,06/09/2024,CONCLUIDA,,
93,Ravi Guerra,18/12/2003,2308540,71435209699,"Lagoa de Montenegro, 43",689,,Funcionarios,Sao Paulo,SP,39410650,55844811768,P005,Teclado,4,150.0,Pix,L001,Loja Centro,V002,Maria Oliveira,23/09/2024,23/09/2024,CONCLUIDA,,
94,Noah da Cruz,12/04/1981,7159010,28305671968,"Rodovia de Fonseca, 42",15,,Novo Tupi,Sao Paulo,SP,30276865,1176348960,P006,Caixa de Som,1,200.0,Boleto,L003,Loja Bairro,V006,Thiago Costa,01/06/2024,01/06/2024,CONCLUIDA,,
95,Calebe Goncalves,25/02/1965,4443885,45230187662,"Colonia Vieira, 47",56,,Vila Sao Dimas,Sao Paulo,SP,93008416,55212398324,P005,Teclado,5,150.0,Cartao Debito,L002,Loja Shopping,V003,Joao Souza,22/07/2025,22/07/2025,CONCLUIDA,,
96,Pedro Miguel Casa Grande,09/06/1968,1609383,02456137906,"Viela da Paz, 37",1,,Confisco,Sao Paulo,SP,65750048,55845638634,P004,Monitor,4,950.0,Dinheiro,L003,Loja Bairro,V006,Thiago Costa,09/01/2025,09/01/2025,CONCLUIDA,,
