id_cliente,nome_cliente,data_nascimento,rg,cpf,endereco,numero,complemento,bairro,cidade,estado,cep,telefone,codigo_produto,nome_produto,quantidade,valor_produto,forma_pagamento,codigo_loja,nome_loja,codigo_vendedor,nome_vendedor,data_compra,erros
19,Carlos Eduardo Teixeira,27/10/1965,3540415,41286903769,"Vila Maria Isis da Rocha, 4",84,,Biquinhas,da Luz,SE,61832421,55081249947,006,Caixa de som,5,200.0,Cartão de Débito,L003,Loja Bairro,V006,Thiago,23/10/2025,
2,Julia Aparecida,26/06/1993,8996414,16942853089,"Área Ribeiro, 24",71,,Itatiaia,Porto de Fonseca,CE,53419-283,55031764835,002,Smartphone,2,2200.0,Cartão de Débito,L003,Loja Bairro,V005,Barone,23/10/2025,
20,Sra. Júlia Montenegro,05/06/1983,7344375,10652478344,"Travessa de Pastor, 5",802,,São Cristóvão,da Mota de Cirino,RJ,71756-551,55031567468,001,Notebook,2,3500.0,Cartão de Crédito,L002,Loja Shopping,V004,Mariana,23/10/2025,
21,Lorenzo Camargo,24/03/2006,6780932,80739126431,"Avenida Nicolas da Mata, 824",11,,Vila Boa Vista,Santos,CE,80861-317,55712748467,003,Tablet,1,1800.0,Cartão de Débito,L003,Loja Bairro,V006,Thiago,23/10/2025,
22,Clara Gomes,28/11/1964,8526867,21463970803,"Trecho Mariana Cassiano, 88",95,,Vila Santo Antônio,Marques Alegre,DF,96360576,5127028951,002,Smartphone,4,2200.0,Dinheiro,L003,Loja Bairro,V006,Thiago,23/10/2025,
23,Beatriz Moura,23/01/2003,257489,26903745106,"Loteamento Rocha, 865",209,,Flavio Marques Lisboa,da Conceição de Minas,PA,17240050,02155623869,002,Smartphone,3,2200.0,Cartão de Débito,L001,Loja Centro,V002,Fernanda,23/10/2025,
24,Enzo Gabriel Cavalcanti,29/12/1958,6418028,93741582646,"Viaduto Antony Martins, 38",8,,Mantiqueira,Porto das Pedras,RR,74367-136,05005944064,006,Caixa de som,5,200.0,Dinheiro,L003,Loja Bairro,V006,Thiago,23/10/2025,
25,Ana Julia Pereira,21/04/1994,4801541,35981427060,"Vereda Ramos, 5",60,,Vila Ouro Minas,Borges,MA,62328-588,55812474517,003,Tablet,2,1800.0,Cartão de Débito,L003,Loja Bairro,V006,Thiago,23/10/2025,
26,Miguel Novais,12/03/1974,6619862,04132568717,Fazenda de Melo,9,,Leticia,Ramos,AP,46120-047,55611382675,001,Notebook,1,3500.0,Cartão de Crédito,L001,Loja Centro,V001,Carlos,23/10/2025,
27,Dra. Daniela Leão,08/07/1989,8209880,96405213706,"Colônia Emilly Nogueira, 70",23,,Jardim América,Borges de Ribeiro,DF,05329318,55084933529,006,Caixa de som,4,200.0,Boleto,L001,Loja Centro,V002,Fernanda,23/10/2025,
28,Davi Lucca Nogueira,04/02/1968,2927575,10287956377,"Conjunto Sousa, 28",8,,Parque São Pedro,Moraes Verde,AM,83908-470,55081766177,004,Monitor,5,950.0,Dinheiro,L003,Loja Bairro,V006,Thiago,23/10/2025,
29,Benício Cardoso,20/05/1969,9820789,85647239137,Condomínio de Rezende,836,,Lourdes,Jesus,MT,66156-545,55021711116,005,Teclado,1,150.0,Cartão de Crédito,L003,Loja Bairro,V006,Thiago,23/10/2025,
3,Dr. João Felipe Azevedo,28/12/1965,9515702,53789614084,"Sítio de Nascimento, 79",465,,Cinquentenário,Borges de Sá,AL,22691669,06184801845,006,Caixa de som,5,200.0,Cartão de Crédito,L003,Loja Bairro,V006,Thiago,23/10/2025,
30,Ana Liz Pastor,05/07/2005,9423483,51629308730,"Travessa Montenegro, 82",61,,Bandeirantes,Camargo Paulista,RJ,68998094,55041244550,006,Caixa de som,3,200.0,Cartão de Crédito,L002,Loja Shopping,V004,Mariana,23/10/2025,
31,Ana Lívia Casa Grande,29/01/1994,514340,18376520903,"Largo de Vasconcelos, 191",12,,Vila Independencia 2ª Seção,da Mata,PB,79764-381,08461497840,002,Smartphone,4,2200.0,Cartão de Crédito,L003,Loja Bairro,V006,Thiago,23/10/2025,
32,Ana Laura Abreu,23/08/1965,3543918,24890536124,"Parque Nascimento, 98",71,,Santa Efigênia,Lopes,AC,15969-664,55616052975,005,Teclado,2,150.0,Boleto,L001,Loja Centro,V002,Fernanda,23/10/2025,
33,Joaquim Lopes,07/01/1986,8790632,16452980351,"Condomínio de Moura, 635",23,,Cônego Pinheiro 1ª Seção,Costa da Serra,RN,12779979,09005527177,006,Caixa de som,5,200.0,Boleto,L001,Loja Centro,V001,Carlos,23/10/2025,
34,Benjamin Fogaça,12/09/1981,5207779,79082564300,"Rodovia de Gomes, 99",8,,Castelo,Duarte,RN,82071-518,55051037788,003,Tablet,2,1800.0,Boleto,L003,Loja Bairro,V005,Barone,23/10/2025,
35,Mathias Jesus,09/11/1995,878547,51904328660,"Trecho Ribeiro, 55",22,,João Paulo Ii,Ramos Alegre,TO,81685054,55061357332,005,Teclado,3,150.0,Dinheiro,L001,Loja Centro,V001,Carlos,23/10/2025,
36,Thiago Vargas,01/06/1983,8833734,05243169706,"Área Juliana Fonseca, 57",93,,Frei Leopoldo,Viana do Amparo,TO,59774688,8423924075,003,Tablet,3,1800.0,Cartão de Débito,L001,Loja Centro,V001,Carlos,23/10/2025,
37,Valentim Campos,01/12/1969,2689594,47263015862,Avenida Isabela Montenegro,73,,Boa Vista,Câmara do Sul,MT,52204727,04190104328,005,Teclado,1,150.0,Cartão de Crédito,L003,Loja Bairro,V006,Thiago,23/10/2025,
38,Vitória Lima,13/09/1960,4833542,34107986250,"Trevo Stella Almeida, 393",16,,Vila Aeroporto Jaraguá,da Costa Verde,PA,18518888,8106706540,001,Notebook,5,3500.0,Cartão de Débito,L001,Loja Centro,V002,Fernanda,23/10/2025,
39,Luiz Felipe da Costa,27/08/1993,1739191,95207483692,"Quadra de Sampaio, 32",8,,Aparecida 7ª Seção,Costa do Norte,SE,05486874,55051345054,005,Teclado,2,150.0,Pix,L003,Loja Bairro,V006,Thiago,23/10/2025,
4,Eduarda Marques,24/12/1954,4418934,82165970377,"Setor Vasconcelos, 609",20,,Coração Eucarístico,das Neves de Goiás,AL,91171822,07182489638,001,Notebook,1,3500.0,Cartão de Crédito,L001,Loja Centro,V001,Carlos,23/10/2025,
40,Maysa Gomes,11/10/1972,3134272,79564208149,Trevo Luiz Miguel Nogueira,25,,Boa Viagem,Ribeiro da Mata,MA,96275-705,08006401658,002,Smartphone,5,2200.0,Cartão de Débito,L003,Loja Bairro,V006,Thiago,23/10/2025,
41,Eduarda Alves,17/05/1962,7351320,02175846911,"Viela Machado, 85",3,,São Gonçalo,Gonçalves Alegre,RS,31027-868,55714473947,004,Monitor,3,950.0,Dinheiro,L003,Loja Bairro,V006,Thiago,23/10/2025,
42,Rael Cavalcanti,09/06/2002,7467726,15870429676,"Vila de Porto, 95",41,,Vila Tirol,da Costa,SE,05895-782,08001146786,001,Notebook,2,3500.0,Cartão de Débito,L001,Loja Centro,V002,Fernanda,23/10/2025,
43,Ana Sophia Cardoso,06/05/2006,1244282,79514860357,"Condomínio Moreira, 34",45,,Marajó,Barros Paulista,DF,24981-829,08002299590,001,Notebook,5,3500.0,Boleto,L001,Loja Centro,V001,Carlos,23/10/2025,
44,Bruno Aparecida,29/01/2005,9676615,43695082151,"Recanto Samuel Rodrigues, 84",1,,Conjunto Capitão Eduardo,Leão de Mendes,PB,59255562,3188153714,001,Notebook,1,3500.0,Cartão de Crédito,L001,Loja Centro,V001,Carlos,23/10/2025,
45,Calebe Aragão,10/03/1970,6444964,96381240750,"Quadra de Monteiro, 17",7,,Santa Rita De Cássia,da Costa de Cunha,RJ,00479-748,55021162456,001,Notebook,3,3500.0,Cartão de Crédito,L003,Loja Bairro,V005,Barone,23/10/2025,
46,Evelyn Fonseca,17/02/1984,1233658,68794203547,"Loteamento Emanuelly Sá, 93",18,,Bacurau,Carvalho,RR,78729-825,08005269495,003,Tablet,4,1800.0,Cartão de Débito,L003,Loja Bairro,V005,Barone,23/10/2025,
47,Yasmin Mendonça,15/05/1992,5029651,70529836130,"Vila de Pires, 8",49,,Vila Nova Gameleira 3ª Seção,Pacheco,PR,89623091,55071075626,006,Caixa de som,5,200.0,Boleto,L002,Loja Shopping,V003,Joao,23/10/2025,
48,Olivia Sousa,12/05/1993,2316639,83579461001,"Loteamento de Nogueira, 84",53,,Saudade,Câmara da Mata,SP,37575-844,55719866524,004,Monitor,4,950.0,Cartão de Débito,L001,Loja Centro,V001,Carlos,23/10/2025,
49,Srta. Manuella Macedo,29/07/1989,8037616,39475210652,"Viaduto Moura, 13",7,,Lindéia,Brito de Rodrigues,SP,08267734,06140193802,006,Caixa de som,4,200.0,Pix,L002,Loja Shopping,V004,Mariana,23/10/2025,
5,Srta. Luana Guerra,21/07/2007,6264956,78901564300,"Fazenda de Pastor, 20",4,,Bernadete,Farias,AP,47382997,55517631165,005,Teclado,5,150.0,Cartão de Crédito,L003,Loja Bairro,V005,Barone,23/10/2025,
50,Arthur Miguel Gonçalves,27/07/1996,3125790,40829571620,"Setor de Moura, 92",44,,Xangri-Lá,Farias,CE,42054-932,08006685161,004,Monitor,1,950.0,Cartão de Crédito,L001,Loja Centro,V002,Fernanda,23/10/2025,
51,Rhavi Duarte,28/05/2004,114590,46372598000,"Núcleo de Sales, 20",34,,Nossa Senhora De Fátima,Sales do Campo,RS,59332-727,05005687833,006,Caixa de som,3,200.0,Cartão de Crédito,L001,Loja Centro,V001,Carlos,23/10/2025,
52,Anna Liz Moura,27/06/1978,6069742,19064582785,"Rua Luísa Camargo, 89",9,,Parque São José,Marques,BA,79087-406,55610391065,002,Smartphone,5,2200.0,Dinheiro,L001,Loja Centro,V002,Fernanda,23/10/2025,
53,Bernardo Melo,28/06/1956,6859648,29683541089,"Setor de Carvalho, 31",368,,Vila Oeste,Abreu,SP,47868633,05152431069,002,Smartphone,3,2200.0,Dinheiro,L001,Loja Centro,V001,Carlos,23/10/2025,
54,Isaque Costela,17/05/1958,9964729,07915836439,"Avenida Carvalho, 643",495,,Jardim Vitoria,Ribeiro,PE,64408926,8470568566,004,Monitor,5,950.0,Cartão de Crédito,L001,Loja Centro,V001,Carlos,23/10/2025,
55,Ester Sá,27/04/1983,4042775,34269051833,"Jardim Costela, 81",91,,Vila Nova Paraíso,Aragão,GO,99013-983,08135403317,001,Notebook,2,3500.0,Cartão de Débito,L002,Loja Shopping,V004,Mariana,23/10/2025,
56,Dra. Gabrielly Gonçalves,24/04/2003,9262353,54638291791,"Quadra Gael Henrique Silveira, 45",75,,Bacurau,Sousa,BA,48996423,07136937854,004,Monitor,2,950.0,Dinheiro,L001,Loja Centro,V001,Carlos,23/10/2025,
57,Rebeca Marques,22/09/1963,5908535,29714053897,"Pátio Carvalho, 31",4,,Santa Rita De Cássia,Freitas de Araújo,RN,70088-600,5148408621,004,Monitor,1,950.0,Dinheiro,L002,Loja Shopping,V004,Mariana,23/10/2025,
58,Clarice da Costa,24/12/1964,8832465,45963021898,"Vila Câmara, 11",7,,Minaslandia,Novaes do Amparo,AL,21765918,55061339740,003,Tablet,4,1800.0,Boleto,L003,Loja Bairro,V006,Thiago,23/10/2025,
59,Ana Beatriz Cavalcanti,13/01/2004,5276177,03265891470,"Travessa Gomes, 356",9,,Vila Piratininga Venda Nova,Aragão do Campo,PA,15999650,55817735866,002,Smartphone,2,2200.0,Pix,L001,Loja Centro,V001,Carlos,23/10/2025,
6,Srta. Beatriz Araújo,23/02/1976,5692553,13894765020,"Feira Dom Macedo, 910",2,,Coração De Jesus,Cavalcante,PA,73602-606,55717468723,006,Caixa de som,5,200.0,Dinheiro,L001,Loja Centro,V002,Fernanda,23/10/2025,
60,Maria Helena Barros,25/09/1995,4955645,31827956437,"Colônia Fernando Abreu, 67",31,,Bonsucesso,Lopes,PB,10158-199,06160466183,005,Teclado,5,150.0,Cartão de Crédito,L003,Loja Bairro,V006,Thiago,23/10/2025,
61,Mateus Cavalcante,02/03/1962,5052144,47201385941,"Núcleo da Cunha, 47",31,,Jardinópolis,Gonçalves,MT,57569-245,05003752654,001,Notebook,1,3500.0,Boleto,L002,Loja Shopping,V007,Mackenzie,23/10/2025,
62,Rebeca Oliveira,02/04/1996,5467463,64920817576,"Alameda de Siqueira, 83",71,,Vila Independencia 1ª Seção,Carvalho de Porto,MA,42661797,08006886805,005,Teclado,2,150.0,Cartão de Crédito,L003,Loja Bairro,V005,Barone,23/10/2025,
63,Antonella Caldeira,25/07/1995,5956059,20679384529,"Rodovia Souza, 489",75,,Piraja,Ferreira,AC,14611-254,08173875717,002,Smartphone,1,2200.0,Boleto,L001,Loja Centro,V001,Carlos,23/10/2025,
64,Luiza Azevedo,21/09/1970,1930810,05187642901,"Praça de Martins, 36",76,,Álvaro Camargos,Machado,RJ,60334-191,6125537147,004,Monitor,1,950.0,Boleto,L001,Loja Centro,V001,Carlos,23/10/2025,
65,Luara Peixoto,29/05/1975,6585795,91523486791,"Chácara de Rocha, 25",24,,Conjunto Taquaril,Sales Grande,PE,69296-627,6128274225,005,Teclado,1,150.0,Dinheiro,L003,Loja Bairro,V006,Thiago,23/10/2025,
66,Ana Júlia Fogaça,03/04/2005,8130388,23647859109,"Praia de Mendonça, 11",14,,Ipe,Nascimento,MA,79788191,55818580783,003,Tablet,2,1800.0,Pix,L001,Loja Centro,V002,Fernanda,23/10/2025,
67,Isadora da Rosa,04/03/2001,540736,74560398283,"Trecho de Sales, 79",39,,Vila Sesc,Costela,SE,95849825,02149481260,004,Monitor,2,950.0,Pix,L002,Loja Shopping,V004,Mariana,23/10/2025,
68,Carolina Sampaio,16/09/2000,4188889,25368740107,"Parque Marcela Barbosa, 7",845,,Santa Branca,Pacheco do Sul,SP,75186363,1145458929,001,Notebook,1,3500.0,Dinheiro,L003,Loja Bairro,V005,Barone,23/10/2025,
69,Sr. Augusto Brito,30/12/1987,7710502,01236954734,"Esplanada Yan Borges, 24",12,,Morro Dos Macacos,Silveira de Goiás,PA,10371293,4170051627,001,Notebook,5,3500.0,Cartão de Débito,L003,Loja Bairro,V006,Thiago,23/10/2025,
7,Vitor Hugo Araújo,14/06/1994,959074,07294615802,"Passarela Campos, 139",916,,Lagoa,Costela Alegre,ES,62475-107,09009118384,005,Teclado,3,150.0,Cartão de Crédito,L001,Loja Centro,V002,Fernanda,23/10/2025,
70,Aurora Siqueira,10/07/1997,1731434,59413670234,"Esplanada de Macedo, 33",89,,Belvedere,Borges,AM,19656523,55841389994,002,Smartphone,3,2200.0,Cartão de Crédito,L001,Loja Centro,V002,Fernanda,23/10/2025,
71,Liz Costela,01/04/1982,8548370,36450197820,"Vereda Diego Moura, 6",72,,Belvedere,Fonseca da Prata,RO,71091043,55061068486,003,Tablet,2,1800.0,Dinheiro,L003,Loja Bairro,V006,Thiago,23/10/2025,
72,Zoe Pimenta,25/11/1962,1402526,41368925006,"Praça de Siqueira, 40",7,,Canadá,Pimenta de Pereira,AL,21020-275,4184252410,005,Teclado,5,150.0,Cartão de Crédito,L003,Loja Bairro,V006,Thiago,23/10/2025,
73,Júlia Moura,12/03/1958,9674609,17842035644,"Jardim Vargas, 2",18,,Atila De Paiva,da Cruz,AL,56220-863,06136541951,006,Caixa de som,1,200.0,Cartão de Débito,L002,Loja Shopping,V003,Joao,23/10/2025,
74,Felipe Câmara,09/06/1997,770553,61792540876,Estrada Ana Nunes,49,,Piraja,Pastor do Amparo,SP,83206038,08405064138,001,Notebook,5,3500.0,Cartão de Débito,L002,Loja Shopping,V004,Mariana,23/10/2025,
75,Rebeca Araújo,09/05/2006,2388630,41089326769,"Rodovia Carvalho, 11",42,,Jardim Felicidade,Dias das Flores,RR,57431-329,55512127756,005,Teclado,2,150.0,Pix,L001,Loja Centro,V002,Fernanda,23/10/2025,
76,Rael das Neves,14/05/1979,2011815,12465703943,"Feira Fogaça, 18",34,,Ambrosina,Machado da Prata,SC,17121003,55813651994,005,Teclado,4,150.0,Pix,L001,Loja Centro,V001,Carlos,23/10/2025,
77,Gael Henrique Ramos,23/04/1978,2160763,15903672868,"Passarela de Monteiro, 7",62,,Ermelinda,da Mota,GO,20999-347,8187014626,006,Caixa de som,4,200.0,Pix,L001,Loja Centro,V001,Carlos,23/10/2025,
78,Isadora Pires,30/06/2007,9121045,06534827107,"Estação Benjamim Dias, 530",8,,São Gonçalo,Vargas Verde,ES,13348039,5152239559,003,Tablet,2,1800.0,Pix,L001,Loja Centro,V002,Fernanda,23/10/2025,
79,Sra. Cecília Nunes,26/01/2005,8258194,84230596774,Recanto de Abreu,49,,Vitoria,Fernandes,RR,50029218,2115691545,005,Teclado,4,150.0,Boleto,L001,Loja Centro,V001,Carlos,23/10/2025,
8,Sr. Joaquim Freitas,29/11/1969,7351517,84059273104,Sítio Cassiano,44,,Vila Nova Gameleira 1ª Seção,Costela Paulista,PE,40164-005,55814278680,003,Tablet,3,1800.0,Cartão de Débito,L001,Loja Centro,V002,Fernanda,23/10/2025,
80,Pedro Henrique Vieira,08/09/1988,8173859,52917463864,"Lago de Cardoso, 70",602,,Centro,Porto,RJ,72513552,55315704331,001,Notebook,2,3500.0,Boleto,L001,Loja Centro,V002,Fernanda,23/10/2025,
81,Alexandre Aragão,06/04/1975,7040612,26739480150,"Via de Teixeira, 82",1,,Jardim Guanabara,Dias,GO,15262181,08199706296,005,Teclado,5,150.0,Cartão de Débito,L002,Loja Shopping,V003,Joao,23/10/2025,
82,Lucas Costela,14/06/2006,6866576,89452610794,"Sítio de Mendonça, 60",7,,Bonsucesso,Ribeiro do Amparo,DF,03241714,6177418625,001,Notebook,3,3500.0,Pix,L001,Loja Centro,V002,Fernanda,23/10/2025,
83,Sr. Pietro Aparecida,05/10/1968,7802377,43970158648,"Pátio de Sá, 138",78,,São Jorge 1ª Seção,Oliveira de da Costa,PR,16089-899,55011172233,002,Smartphone,2,2200.0,Cartão de Crédito,L002,Loja Shopping,V007,Mackenzie,23/10/2025,
84,Maya Costa,31/08/2007,2480985,94570632106,"Ladeira Raquel Marques, 9",71,,Confisco,Nunes,RJ,19148564,5179970246,004,Monitor,5,950.0,Cartão de Débito,L001,Loja Centro,V001,Carlos,23/10/2025,
85,Maria Liz Andrade,14/10/1975,5561547,30726851930,"Vila Gael Henrique da Conceição, 84",74,,Varzea Da Palma,Correia,PB,67850821,04186289023,002,Smartphone,4,2200.0,Cartão de Crédito,L001,Loja Centro,V002,Fernanda,23/10/2025,
86,Benjamin da Cruz,24/07/1956,848243,53428796047,"Feira Freitas, 89",97,,Marçola,Castro Paulista,SC,40602933,55213468007,004,Monitor,2,950.0,Pix,L001,Loja Centro,V001,Carlos,23/10/2025,
87,Alexia Câmara,08/03/1968,5124763,46872350180,"Rua de Pinto, 29",9,,Vila Engenho Nogueira,Novais da Mata,MA,71545444,55071283096,004,Monitor,1,950.0,Dinheiro,L001,Loja Centro,V001,Carlos,23/10/2025,
88,Sara da Rocha,22/07/1968,7022366,69045813793,"Vereda de Viana, 95",92,,Conjunto Serra Verde,Brito do Amparo,BA,82513-534,8455494717,004,Monitor,3,950.0,Pix,L001,Loja Centro,V001,Carlos,23/10/2025,
89,Ana Sophia Melo,12/12/2001,8396617,16430975800,"Quadra de Casa Grande, 22",35,,Juliana,Abreu,PB,32927-129,02166676008,001,Notebook,2,3500.0,Dinheiro,L002,Loja Shopping,V004,Mariana,23/10/2025,
9,Srta. Ísis Andrade,16/01/1999,9772888,82610945701,"Feira de Rios, 6",369,,Nova Vista,Castro,SE,60256342,55516073375,001,Notebook,1,3500.0,Dinheiro,L001,Loja Centro,V002,Fernanda,23/10/2025,
90,Sr. Lorenzo Sá,20/12/1998,3197346,09315248732,"Trecho de das Neves, 11",84,,Vila Oeste,Lopes Grande,MT,53260-332,55110982150,001,Notebook,3,3500.0,Pix,L003,Loja Bairro,V006,Thiago,23/10/2025,
91,Vitor Pinto,20/05/1957,804641,10857349600,"Recanto Leandro Costela, 5",91,,Indaiá,Leão,TO,89141173,05003483564,006,Caixa de som,5,200.0,Pix,L001,Loja Centro,V001,Carlos,23/10/2025,
92,Sara Costela,14/04/1991,8064202,53079642180,"Rodovia Barbosa, 5",57,,Heliopolis,Aragão de Brito,TO,04556110,55021225579,003,Tablet,2,1800.0,Boleto,L002,Loja Shopping,V003,Joao,23/10/2025,
93,Sr. Danilo Guerra,09/01/1976,7659448,46783105253,"Colônia Leão, 879",79,,Vila São Paulo,Pimenta do Sul,RO,77167014,05108993588,001,Notebook,5,3500.0,Dinheiro,L002,Loja Shopping,V007,Mackenzie,23/10/2025,
94,Aylla Lopes,17/11/1989,4170429,75614803262,"Residencial Lucas Barbosa, 45",14,,Santa Sofia,Novaes,RS,63177-971,1175170166,003,Tablet,4,1800.0,Boleto,L003,Loja Bairro,V005,Barone,23/10/2025,
95,Agatha Borges,09/10/1996,5110305,89356721068,"Quadra Farias, 899",27,,Cachoeirinha,Abreu,MT,48851-027,55846149331,004,Monitor,5,950.0,Cartão de Débito,L002,Loja Shopping,V003,Joao,23/10/2025,
96,Lucca Caldeira,08/12/1994,780146,91735486000,"Avenida de Novaes, 89",329,,Vila Ouro Minas,Caldeira,MG,86693-465,02172269848,006,Caixa de som,4,200.0,Cartão de Crédito,L003,Loja Bairro,V005,Barone,23/10/2025,
97,Dra. Helena Costa,03/12/1965,4875114,52846701911,"Viaduto de Santos, 58",90,,Camargos,Garcia,BA,03424420,02138057198,003,Tablet,4,1800.0,Cartão de Crédito,L003,Loja Bairro,V006,Thiago,23/10/2025,
98,Dra. Maria Julia da Costa,20/11/1981,4825775,06835297140,"Praia de Câmara, 99",533,,Parque São Pedro,Rodrigues,AP,28160648,55712294057,005,Teclado,3,150.0,Cartão de Crédito,L003,Loja Bairro,V006,Thiago,23/10/2025,
99,Sr. Kevin Mendonça,03/09/1996,9230156,51948702304,"Setor de Guerra, 6",63,,Lindéia,da Rocha do Oeste,SP,80157-399,55510561648,005,Teclado,3,150.0,Dinheiro,L002,Loja Shopping,V004,Mariana,23/10/2025,
