id_venda,id_cliente,nome_cliente,data_nascimento,rg,cpf,endereco,numero,complemento,bairro,cidade,estado,cep,telefone,codigo_produto,nome_produto,quantidade,valor_produto,forma_pagamento,codigo_loja,nome_loja,codigo_vendedor,nome_vendedor,data_compra,data_venda
120,4182,"Dr. Emanuel Melo",24/08/1959,243178566,083.276.145-17,"Loteamento Pinto, 72",940,50,"Vila Havaí","Teixeira do Campo",SP,88398017,"0500 205 0063",P006,"Smart Watch",10,250.0,Boleto,L001,"Loja Centro",V001,"Carlos Silva",16/06/2025,16/06/2025
121,7772,"Oliver Albuquerque",04/06/1977,320485171,630.857.941-66,"Setor Luna Leão, 937",70,19,"Santa Rosa",Viana,RS,60557032,"(031) 4747 1194",P004,Monitor,4,1200.0,Boleto,L001,"Loja Centro",V001,"Carlos Silva",21/09/2025,21/09/2025
122,3677,"Cecilia Martins",11/04/1982,528416078,630.728.519-21,"Favela de da Paz, 202",364,77,"Alto Das Antenas","Carvalho do Norte",SP,74058711,"(011) 8833 7989",P001,Notebook,5,3500.0,Dinheiro,L001,"Loja Centro",V001,"Carlos Silva",24/06/2025,24/06/2025
123,2904,"Juan Jesus",21/06/1992,205487312,693.827.541-64,"Ladeira Mariah Vasconcelos, 765",555,53,"Conjunto Floramar",Vargas,PR,12504038,"+55 (051) 7784 9325",P008,"Mouse com fio",7,45.0,"Cartão de Crédito",L002,"Loja Shopping",V003,"João Souza",08/11/2024,08/11/2024
124,346,"Isaac Viana",16/06/1986,132506877,593.612.047-34,"Conjunto Fernando Leão",476,30,"Marieta 1ª Seção","Santos da Mata",PR,77064628,"+55 (041) 3468 6079",P003,"Fone Bluetooth",5,300.0,Dinheiro,L003,"Loja Bairro",V005,"Barone Mendes",09/04/2025,09/04/2025
125,4102,"Eloá Costela",26/06/1962,240385676,835.472.916-82,"Fazenda de Alves",724,748,"Maria Goretti","Aparecida das Pedras",SP,59345237,"+55 (084) 3818 6043",P007,"Caixa de Som",5,190.0,Boleto,L003,"Loja Bairro",V005,"Barone Mendes",31/03/2025,31/03/2025
126,4504,"Milena da Rosa",12/05/2007,802475619,063.978.521-21,"Via Erick Cassiano, 27",252,665,"Marajó","Cavalcanti de Câmara",MG,41715022,"21 1065 2053",P006,"Smart Watch",7,250.0,"Cartão de Débito",L003,"Loja Bairro",V006,"Thiago Curse",05/04/2025,05/04/2025
127,4889,"Camila Novais",20/08/2007,568743106,179.546.832-73,"Esplanada Casa Grande, 94",987,1,"Camponesa 2ª Seção",Vargas,RS,66211097,"+55 71 3559 5935",P002,Smartphone,4,2500.0,Boleto,L002,"Loja Shopping",V004,"Antonio Souza",22/12/2024,22/12/2024
128,6468,"Beatriz Farias",02/03/1951,016375245,807.542.613-44,"Rodovia Matteo Fonseca, 31",536,87,Baleia,Duarte,RJ,12464412,"(084) 4356-8709",P006,"Smart Watch",9,250.0,"Cartão de Débito",L001,"Loja Centro",V001,"Carlos Silva",26/06/2025,26/06/2025
129,4393,"Letícia Pereira",03/06/1964,64370825X,982.346.510-05,"Núcleo Vitor Sousa, 79",283,365,"Vila Madre Gertrudes 4ª Seção","Cunha da Praia",SP,35911852,"+55 (061) 5259-0181",P001,Notebook,10,3500.0,"Cartão de Crédito",L003,"Loja Bairro",V005,"Barone Mendes",27/06/2025,27/06/2025
130,5378,"Sr. Yan Brito",19/09/1977,758346013,380.569.714-75,"Estrada Luna Ribeiro, 53",623,63,"Flavio Marques Lisboa",Sales,MG,37338796,0500-754-5868,P006,"Smart Watch",6,250.0,Dinheiro,L001,"Loja Centro",V001,"Carlos Silva",23/09/2025,23/09/2025
131,6879,"Srta. Carolina Mendes",20/10/2003,107346527,279.503.468-92,"Recanto Marques, 502",823,1,"Vila Suzana Primeira Seção","Fogaça",RJ,05345683,"41 5237 0960",P006,"Smart Watch",6,250.0,"Cartão de Crédito",L001,"Loja Centro",V001,"Carlos Silva",04/05/2025,04/05/2025
132,5500,"Lorenzo Monteiro",03/09/1982,320476819,673.420.519-34,"Rodovia de Novaes",114,62,"Vila Formosa","da Paz",RJ,06049122,"+55 (061) 4948-0441",P005,"Teclado Mecanico",7,450.0,PIX,L001,"Loja Centro",V002,"Maria Oliveira",14/07/2025,14/07/2025
133,1075,"João Pedro Ferreira",06/07/1957,238547061,735.062.914-16,"Recanto de Abreu, 53",230,44,"Santa Rita","Gonçalves",RS,64332646,"+55 (084) 3177-4744",P002,Smartphone,1,2500.0,PIX,L002,"Loja Shopping",V007,"Mackenzie Nogueira",07/06/2025,07/06/2025
134,1537,"Leandro Cunha",16/05/1948,472316850,360.798.251-12,"Alameda de Siqueira, 749",156,21,"Monsenhor Messias","Alves Verde",MG,29719796,"+55 (051) 4950-2689",P006,"Smart Watch",7,250.0,PIX,L003,"Loja Bairro",V006,"Thiago Curse",27/04/2025,27/04/2025
135,3379,"Ísis da Conceição",04/11/1963,147308653,527.048.319-04,"Praia de Peixoto, 98",448,850,Urca,"Ramos do Amparo",SP,60474749,"71 1902 0819",P008,"Mouse com fio",7,45.0,Boleto,L001,"Loja Centro",V002,"Maria Oliveira",25/11/2024,25/11/2024
136,3624,"Srta. Manuela Montenegro",16/04/1960,60745281X,397.265.081-77,"Condomínio Lucca Guerra, 9",383,61,"Boa União 2ª Seção","Almeida dos Dourados",MG,30744440,"+55 (031) 5695 7504",P007,"Caixa de Som",1,190.0,Dinheiro,L002,"Loja Shopping",V003,"João Souza",03/12/2024,03/12/2024
137,2510,"Dr. Brayan Vargas",30/06/1956,106253876,962.703.418-50,"Lago Rios, 9",486,846,Itaipu,"Caldeira do Galho",RJ,04296671,"(051) 2750 5510",P008,"Mouse com fio",10,45.0,Boleto,L003,"Loja Bairro",V005,"Barone Mendes",30/09/2025,30/09/2025
138,4419,"João Gonçalves",26/08/1989,451783268,174.956.382-73,"Praça de das Neves, 55",232,352,"Vila São Dimas",Santos,SP,97578129,"41 7193 7067",P007,"Caixa de Som",3,190.0,Dinheiro,L002,"Loja Shopping",V004,"Antonio Souza",23/08/2025,23/08/2025
139,1681,"Renan Santos",06/05/1982,270534167,647.952.381-46,"Praia Teixeira, 17",76,358,"Vila Suzana Segunda Seção","Gonçalves",RS,94778247,"21 1878-9810",P005,"Teclado Mecanico",8,450.0,PIX,L002,"Loja Shopping",V003,"João Souza",28/08/2025,28/08/2025
140,4642,"João Felipe Pereira",18/03/1973,457380160,973.508.126-12,"Favela Enzo Alves, 73",893,87,"Vila Novo São Lucas","Mendes de da Mota",RS,05822788,"(084) 7663-9778",P004,Monitor,9,1200.0,Boleto,L001,"Loja Centro",V001,"Carlos Silva",21/03/2025,21/03/2025
141,8577,"Ester Pimenta",01/04/1987,841602372,591.743.068-39,"Avenida Manuela Ramos, 44",223,3,Confisco,Farias,PR,23808682,"31 1213 7209",P008,"Mouse com fio",8,45.0,Boleto,L001,"Loja Centro",V002,"Maria Oliveira",31/12/2024,31/12/2024
142,7052,"Caio Ribeiro",21/10/1999,615034275,714.526.908-20,"Núcleo Luísa Cassiano, 16",490,87,Madri,"Mendonça Alegre",SP,79282053,"+55 71 8076 9570",P006,"Smart Watch",2,250.0,PIX,L002,"Loja Shopping",V004,"Antonio Souza",09/07/2025,09/07/2025
143,2568,"Marcos Vinicius Martins",21/04/1959,780345265,134.970.526-80,"Fazenda Milena Barbosa, 96",374,736,Custodinha,Brito,PR,69700495,"+55 81 9380 4151",P005,"Teclado Mecanico",7,450.0,PIX,L001,"Loja Centro",V002,"Maria Oliveira",02/05/2025,02/05/2025
144,5009,"Ester Rezende",13/04/1970,685701438,175.824.693-64,"Via de Duarte, 77",486,31,Lourdes,Lima,MG,28524871,"31 7592 1857",P002,Smartphone,3,2500.0,"Cartão de Débito",L002,"Loja Shopping",V004,"Antonio Souza",18/09/2025,18/09/2025
145,4972,"José Miguel Gomes",01/05/1959,184237567,476.059.283-00,"Fazenda de Duarte, 51",265,34,"Nova Esperança",Jesus,PR,66384579,"(031) 3032 9419",P009,"Mouse Bluetooth",9,80.0,PIX,L001,"Loja Centro",V002,"Maria Oliveira",11/03/2025,11/03/2025
146,6147,"Carlos Eduardo Guerra",22/04/1959,408513676,786.309.142-03,"Residencial Ana Leão, 5",220,71,"Rio Branco","Brito da Prata",MG,00334745,"+55 51 9736 4569",P002,Smartphone,6,2500.0,"Cartão de Débito",L003,"Loja Bairro",V006,"Thiago Curse",10/07/2025,10/07/2025
147,4566,"Juliana Silva",28/12/1996,632045784,914.825.367-73,"Morro Liz Cavalcanti, 1",27,47,"Vila Sesc",Macedo,PR,37346965,"0900 904 2394",P001,Notebook,10,3500.0,PIX,L001,"Loja Centro",V001,"Carlos Silva",19/09/2025,19/09/2025
148,1074,"Maria Laura da Rosa",09/12/2002,560714282,074.639.821-22,"Área de Vieira",178,87,"Vila Inestan","da Conceição da Mata",SP,28145364,"+55 21 7538-1259",P005,"Teclado Mecanico",7,450.0,PIX,L002,"Loja Shopping",V003,"João Souza",17/09/2025,17/09/2025
149,6973,"Sra. Raquel Ferreira",24/01/1979,186205375,075.319.642-52,"Avenida Marcelo Nunes, 93",983,90,Laranjeiras,Barros,MG,45608998,"(011) 4559 8067",P007,"Caixa de Som",1,190.0,Boleto,L003,"Loja Bairro",V005,"Barone Mendes",24/09/2025,24/09/2025
150,23,"Hellena Novaes",14/02/1976,317806452,458.207.631-90,"Vale Henry Fonseca, 923",202,73,Mantiqueira,"Cassiano do Galho",SP,89165484,"+55 (061) 9817 0883",P009,"Mouse Bluetooth",10,80.0,Dinheiro,L003,"Loja Bairro",V006,"Thiago Curse",12/09/2025,12/09/2025
151,360,"Emanuelly Garcia",02/05/1951,783120461,718.902.463-87,"Lago Pastor, 18",803,773,Manacas,"Souza de Fonseca",RJ,36035966,"+55 (071) 0549-0519",P003,"Fone Bluetooth",6,300.0,"Cartão de Crédito",L003,"Loja Bairro",V006,"Thiago Curse",08/12/2024,08/12/2024
152,1527,"Ana Sophia Sá",28/11/2002,538612708,692.057.813-12,"Setor Hadassa da Cunha, 51",246,60,"Vila Primeiro De Maio","da Costa do Amparo",PR,84524325,"(084) 9978-2644",P006,"Smart Watch",7,250.0,Boleto,L002,"Loja Shopping",V003,"João Souza",19/04/2025,19/04/2025
153,2408,"Ravy da Cunha",30/04/1979,613542782,017.964.583-84,"Travessa de Costela, 46",798,59,"Buraco Quente",Jesus,RJ,15685848,"+55 11 5022 5283",P006,"Smart Watch",7,250.0,Boleto,L002,"Loja Shopping",V007,"Mackenzie Nogueira",13/09/2025,13/09/2025
154,4618,"Lucca Correia",28/12/1989,042578164,056.238.497-92,"Sítio Davi Lucca Barros, 97",66,47,"São Jorge 1ª Seção","Sales da Prata",PR,52207403,"+55 21 1487 2093",P007,"Caixa de Som",9,190.0,"Cartão de Débito",L001,"Loja Centro",V002,"Maria Oliveira",12/02/2025,12/02/2025
155,7840,"Maria Cecília Campos",11/09/1954,856471033,752.481.903-04,"Lagoa de Moreira, 24",144,22,"Vila São Rafael",Azevedo,SP,65555524,"0300 224 2823",P008,"Mouse com fio",10,45.0,Boleto,L003,"Loja Bairro",V006,"Thiago Curse",06/08/2025,06/08/2025
156,3204,"Gael Henrique Pastor",10/01/1987,471526836,659.743.128-64,"Sítio de Fernandes",876,11,"São Damião","Ramos de Freitas",RS,15069013,"+55 (031) 6509 9766",P004,Monitor,5,1200.0,Boleto,L003,"Loja Bairro",V006,"Thiago Curse",19/01/2025,19/01/2025
157,2393,"Raul Ramos",12/11/2000,167385045,537.028.961-12,"Lago de Nascimento, 21",803,49,"Primeiro De Maio","Casa Grande do Norte",RJ,10486170,"(071) 2900 6344",P004,Monitor,3,1200.0,Boleto,L002,"Loja Shopping",V004,"Antonio Souza",29/07/2025,29/07/2025
158,8906,"Dr. Carlos Eduardo Siqueira",05/06/1971,864752313,148.657.302-90,"Trevo Joaquim da Paz, 22",735,58,Flamengo,Novaes,RJ,10847625,"(021) 5930 8748",P009,"Mouse Bluetooth",7,80.0,"Cartão de Débito",L002,"Loja Shopping",V004,"Antonio Souza",20/01/2025,20/01/2025
159,5703,"Antonella Oliveira",21/08/1960,247186533,901.586.473-00,"Vale Fernando Rodrigues, 27",599,85,Copacabana,"Silva de Caldeira",RS,65259579,"+55 61 9195 5957",P008,"Mouse com fio",8,45.0,"Cartão de Crédito",L003,"Loja Bairro",V006,"Thiago Curse",11/03/2025,11/03/2025
160,4340,"Clara Montenegro",06/08/1963,382704654,240.817.365-53,"Conjunto de Cassiano, 83",898,87,"Alto Das Antenas","Nascimento de Cardoso",PR,03297107,"+55 (061) 0912 4797",P008,"Mouse com fio",3,45.0,"Cartão de Débito",L002,"Loja Shopping",V003,"João Souza",12/04/2025,12/04/2025
161,4850,"Letícia Rezende",09/11/1972,137068426,203.594.786-38,"Travessa Gabriela Porto, 707",566,7,"Vila Copacabana",Pereira,SP,62956828,"(031) 8451-2946",P006,"Smart Watch",1,250.0,PIX,L003,"Loja Bairro",V005,"Barone Mendes",03/12/2024,03/12/2024
162,4289,"Maria Júlia Farias",11/04/1959,387201646,648.920.715-01,"Estrada de Nogueira, 45",643,1,"Conjunto Minas Caixa","Teixeira de Goiás",RJ,53643236,"(071) 3378 7832",P004,Monitor,2,1200.0,Boleto,L002,"Loja Shopping",V007,"Mackenzie Nogueira",20/12/2024,20/12/2024
163,6767,"Ana Luiza Dias",10/10/1988,704386124,956.742.803-47,"Jardim Fogaça, 449",754,90,"Alta Tensão 2ª Seção","Vieira Verde",SP,34001746,"(051) 5852-2568",P005,"Teclado Mecanico",5,450.0,PIX,L002,"Loja Shopping",V003,"João Souza",27/07/2025,27/07/2025
164,7746,"Anthony Farias",27/07/1952,506478324,524.638.097-10,"Trecho Carvalho, 72",921,47,"Minas Caixa","Sá",SP,31087082,"(061) 3438-4356",P003,"Fone Bluetooth",5,300.0,"Cartão de Débito",L002,"Loja Shopping",V004,"Antonio Souza",09/03/2025,09/03/2025
165,6091,"Rafael Caldeira",21/05/1973,61230758X,804.352.769-56,"Viela Vicente Souza, 610",132,20,"Marieta 2ª Seção","da Rocha",MG,20167456,"+55 21 0655-6823",P006,"Smart Watch",1,250.0,"Cartão de Crédito",L002,"Loja Shopping",V004,"Antonio Souza",04/10/2025,04/10/2025
166,4751,"Maria Vitória da Paz",13/11/1992,48671052X,196.827.043-40,"Viela Lorenzo Aragão, 97",430,5,"Vila Maria",Costela,RJ,92343958,"84 5954-0617",P006,"Smart Watch",1,250.0,Boleto,L003,"Loja Bairro",V005,"Barone Mendes",02/02/2025,02/02/2025
167,5515,"Ana Vitória Novais",24/05/1949,671082541,961.852.037-40,"Pátio Vinícius Jesus, 623",319,78,"Vila Inestan",Pastor,RS,89543669,"+55 81 1786 3503",P003,"Fone Bluetooth",2,300.0,Dinheiro,L003,"Loja Bairro",V005,"Barone Mendes",17/02/2025,17/02/2025
168,386,"Caleb Novaes",16/01/1998,310842670,319.867.024-13,"Praça de Brito, 668",648,73,"Santa Cruz",Ramos,RJ,25286955,"51 4519 5744",P006,"Smart Watch",8,250.0,Boleto,L002,"Loja Shopping",V007,"Mackenzie Nogueira",12/11/2024,12/11/2024
169,8455,"Sra. Marcela Brito",28/04/1973,460132787,240.153.768-62,"Parque Silveira, 36",444,43,"Ribeiro De Abreu","da Conceição do Campo",RS,91389801,"(031) 8458 4402",P004,Monitor,10,1200.0,Dinheiro,L002,"Loja Shopping",V004,"Antonio Souza",02/12/2024,02/12/2024
170,7478,"Sara Nascimento",07/04/1989,487356123,743.052.981-04,"Colônia Clara da Mota, 50",569,327,"São Jorge 1ª Seção",Rios,PR,17243540,"61 4454 9994",P009,"Mouse Bluetooth",10,80.0,Dinheiro,L003,"Loja Bairro",V005,"Barone Mendes",09/02/2025,09/02/2025
171,2929,"Ana Vitória Marques",03/06/1949,815760346,134.769.205-34,"Quadra de Camargo, 80",634,32,"Vila Aeroporto Jaraguá",Castro,SP,75909527,"+55 (051) 1698-3976",P009,"Mouse Bluetooth",4,80.0,PIX,L003,"Loja Bairro",V006,"Thiago Curse",25/05/2025,25/05/2025
172,1555,"Sr. Davi Lucca Pastor",15/02/1980,270386543,459.068.132-33,"Campo Luna Silveira, 624",529,75,"Paraíso",Cardoso,MG,62843989,"+55 61 5964-7858",P004,Monitor,6,1200.0,"Cartão de Débito",L002,"Loja Shopping",V007,"Mackenzie Nogueira",29/07/2025,29/07/2025
173,904,"Théo Correia",27/10/1952,024763810,047.521.368-80,"Sítio Costa, 2",540,98,"Vila Da Luz",Nunes,RS,47756757,"51 2727 1899",P004,Monitor,9,1200.0,PIX,L002,"Loja Shopping",V007,"Mackenzie Nogueira",15/03/2025,15/03/2025
174,4169,"Ísis Cavalcanti",03/10/1984,072641356,729.348.651-00,"Recanto Theo Leão, 76",415,897,"Vila Nossa Senhora Do Rosário","Azevedo de Campos",RJ,83045544,"+55 21 2735 5526",P003,"Fone Bluetooth",3,300.0,Boleto,L001,"Loja Centro",V001,"Carlos Silva",04/05/2025,04/05/2025
175,8965,"Melissa da Cunha",05/08/2001,318264055,758.614.903-84,"Parque Marcela Carvalho, 17",696,52,"Alto Caiçaras",Cunha,SP,74699488,"+55 (081) 0203-7097",P002,Smartphone,3,2500.0,PIX,L002,"Loja Shopping",V004,"Antonio Souza",27/11/2024,27/11/2024
176,4445,"Aylla Machado",04/01/1967,271360847,706.482.351-90,"Setor Raul Albuquerque, 764",492,29,"Santa Terezinha","da Conceição da Mata",MG,47564166,"+55 (071) 6662 6702",P008,"Mouse com fio",7,45.0,Dinheiro,L002,"Loja Shopping",V003,"João Souza",05/06/2025,05/06/2025
177,1818,"Nathan Fogaça",17/12/1990,372514066,731.690.458-57,"Campo Asafe da Conceição",155,68,"Vila Da Ária","Araújo do Galho",SP,02741959,"(061) 3505-4964",P003,"Fone Bluetooth",9,300.0,Boleto,L001,"Loja Centro",V002,"Maria Oliveira",23/05/2025,23/05/2025
178,6565,"Alícia Santos",10/10/1977,261537842,625.807.491-01,"Parque de Fonseca",604,70,"Atila De Paiva",Peixoto,RJ,29780318,"41 8933 7344",P004,Monitor,1,1200.0,Boleto,L002,"Loja Shopping",V004,"Antonio Souza",24/11/2024,24/11/2024
179,2955,"Eduardo Alves",23/03/1965,506184730,280.594.617-02,"Ladeira Montenegro, 64",794,73,"Bairro Das Indústrias Ii",Jesus,RJ,79576858,"+55 (081) 7810 7238",P008,"Mouse com fio",10,45.0,Dinheiro,L002,"Loja Shopping",V007,"Mackenzie Nogueira",24/12/2024,24/12/2024
180,7918,"Ester Pereira",11/02/2004,861732509,750.918.623-40,"Vila Bryan Pimenta, 14",757,76,"Alto Barroca","Araújo",RJ,87579687,"(041) 8104 9583",P005,"Teclado Mecanico",3,450.0,PIX,L001,"Loja Centro",V001,"Carlos Silva",25/03/2025,25/03/2025
181,4224,"Bella Aparecida",04/08/1983,213745604,034.719.286-69,"Trevo Heloisa Lima, 1",679,34,"Teixeira Dias",Ramos,MG,53086435,"+55 (011) 6289-3395",P003,"Fone Bluetooth",9,300.0,PIX,L002,"Loja Shopping",V003,"João Souza",04/01/2025,04/01/2025
182,9200,"Caio Marques",21/08/1956,456810730,861.359.274-00,"Área Campos, 89",190,948,"Renascença","da Costa",PR,71599201,"51 5922 3041",P009,"Mouse Bluetooth",1,80.0,PIX,L002,"Loja Shopping",V007,"Mackenzie Nogueira",30/06/2025,30/06/2025
183,7034,"Giovanna Pastor",18/11/1989,240587613,749.635.081-84,"Passarela Natália Martins, 4",716,84,"Boa Vista",Correia,PR,84601844,"+55 (021) 4379-6155",P008,"Mouse com fio",1,45.0,Dinheiro,L001,"Loja Centro",V002,"Maria Oliveira",30/10/2024,30/10/2024
184,1448,"Anthony Mendes",01/06/1974,840271360,610.284.579-01,"Praia Yago Santos",793,20,"Ouro Minas",Caldeira,SP,28407869,"+55 11 9955-5207",P009,"Mouse Bluetooth",10,80.0,Boleto,L003,"Loja Bairro",V006,"Thiago Curse",14/08/2025,14/08/2025
185,4786,"Rafaela Martins",15/01/1950,67420153X,253.741.809-32,"Distrito Renan Marques, 24",360,37,"Nossa Senhora Da Conceição",Porto,PR,11765803,"0300 947 8874",P004,Monitor,10,1200.0,"Cartão de Crédito",L001,"Loja Centro",V002,"Maria Oliveira",30/03/2025,30/03/2025
186,2592,"Juliana Vargas",06/08/1977,073458168,172.896.053-30,"Parque Otto Porto",446,503,Biquinhas,"Albuquerque de Minas",PR,93611355,"(041) 9147-8693",P008,"Mouse com fio",8,45.0,"Cartão de Débito",L002,"Loja Shopping",V007,"Mackenzie Nogueira",18/08/2025,18/08/2025
187,9062,"Fernando Gomes",18/03/1995,705641235,510.964.738-01,"Praça Lopes, 193",629,656,"São Lucas",Sampaio,SP,20368466,"+55 (041) 6921-6308",P003,"Fone Bluetooth",7,300.0,Boleto,L003,"Loja Bairro",V005,"Barone Mendes",10/08/2025,10/08/2025
188,5170,"Sophia da Rocha",07/11/1964,047638527,209.735.184-05,"Ladeira Aragão, 74",580,5,"Jaraguá",Porto,SP,31054593,"71 4904 2553",P006,"Smart Watch",1,250.0,Boleto,L003,"Loja Bairro",V006,"Thiago Curse",18/08/2025,18/08/2025
189,9524,"Thiago Fernandes",17/09/2001,673154282,624.175.890-01,"Condomínio de Marques, 468",212,487,"Ademar Maldonado","da Cunha",PR,93651467,0500-162-9952,P007,"Caixa de Som",4,190.0,PIX,L003,"Loja Bairro",V005,"Barone Mendes",31/08/2025,31/08/2025
190,1483,"Maria Laura da Rosa",22/10/1958,428701358,103.958.462-42,"Morro de Garcia, 46",698,164,"São Jorge 1ª Seção",Pereira,SP,71762231,"11 3634-4313",P007,"Caixa de Som",2,190.0,"Cartão de Débito",L001,"Loja Centro",V002,"Maria Oliveira",19/04/2025,19/04/2025
