id_cliente,nome_cliente,data_nascimento,rg,cpf,endereco,numero,complemento,bairro,cidade,estado,cep,telefone,codigo_produto,nome_produto,quantidade,valor_produto,forma_pagamento,codigo_loja,nome_loja,codigo_vendedor,nome_vendedor,data_venda,data_compra,status_venda,observacoes,erros
254,Maysa Martins,11/10/1948,651473202,61095743252,Area da Luz,18,2,Salgado Filho,Sao Paulo,SP,17034718,6129728059,P008,Mouse com fio,5,45.0,Cartão de Débito,L001,Loja Centro,V002,Maria Oliveira,03/10/2025,03/10/2025,CONCLUIDA,,
3871,Bento Farias,27/09/1998,613407581,34825710662,Ladeira de Monteiro,981,4,Vila Antena,Sao Paulo,SP,93220112,3168326089,P007,Caixa de Som,1,190.0,Cartão de Crédito,L002,Loja Shopping,V007,Mackenzie Nogueira,17/08/2025,17/08/2025,CONCLUIDA,,
1879,Srta. Laura Moreira,13/08/1958,741805364,17928063450,Parque Davi Lucas Lima,0,90,Camargos,Sao Paulo,SP,80455664,1155761750,P006,Smart Watch,3,250.0,PIX,L003,Loja Bairro,V006,Thiago Curse,06/01/2025,06/01/2025,CONCLUIDA,,
7967,Gustavo Henrique Ramos,22/02/2001,018652475,82940613796,Trecho de Gomes,87,518,Aarao Reis,Sao Paulo,SP,33140217,5177173680,P005,Teclado Mecanico,4,450.0,Cartão de Débito,L003,Loja Bairro,V005,Barone Mendes,17/01/2025,17/01/2025,CONCLUIDA,,
9717,Josue da Cunha,07/08/1976,617428050,15402738653,Feira Mendes,0,7,Barroca,Sao Paulo,SP,28376342,8488262612,P003,Fone Bluetooth,2,300.0,Cartão de Crédito,L001,Loja Centro,V001,Carlos Silva,27/11/2024,27/11/2024,CONCLUIDA,,
2054,Henry Gabriel Pimenta,28/05/1963,21360758X,36190254799,Residencial Machado,95,46,Unidas,Sao Paulo,SP,82448667,3184355217,P001,Notebook,5,3500.0,PIX,L001,Loja Centro,V002,Maria Oliveira,05/10/2025,05/10/2025,CONCLUIDA,,
9647,Olivia Almeida,01/07/1997,426301857,63812940515,Feira Marcela da Mata,80,318,Vila Betania,Sao Paulo,SP,1963326,4168282939,P005,Teclado Mecanico,3,450.0,PIX,L001,Loja Centro,V001,Carlos Silva,22/07/2025,22/07/2025,CONCLUIDA,,
2937,Gabriela Pires,16/02/1975,657381020,16709234878,Chacara de da Costa,0,42,Vila Madre Gertrudes 1a Secao,Sao Paulo,SP,31105931,6178844673,P004,Monitor,9,1200.0,Cartão de Crédito,L002,Loja Shopping,V004,Antonio Souza,15/08/2025,15/08/2025,CONCLUIDA,,
6037,Asafe Ribeiro,18/05/1990,384027568,56890374193,Nucleo de Cavalcanti,96,8,Eymard,Sao Paulo,SP,51394050,3154762857,P003,Fone Bluetooth,8,300.0,Cartão de Débito,L001,Loja Centro,V002,Maria Oliveira,13/10/2024,13/10/2024,CONCLUIDA,,
2929,Gabriel Costa,29/12/2003,380172549,57361042880,Aeroporto de Ribeiro,569,1,Vila Nossa Senhora Do Rosario,Sao Paulo,SP,72173122,8116292152,P001,Notebook,9,3500.0,PIX,L003,Loja Bairro,V006,Thiago Curse,15/01/2025,15/01/2025,CONCLUIDA,,
1435,Caue da Cruz,04/09/2001,721854060,62935078438,Rodovia Lara Dias,7,33,Vila Nova Cachoeirinha 1a Secao,Sao Paulo,SP,33497578,5008196863,P008,Mouse com fio,6,45.0,Cartão de Débito,L002,Loja Shopping,V007,Mackenzie Nogueira,07/01/2025,07/01/2025,CONCLUIDA,,
6948,Srta. Ana Vitoria Lopes,27/10/1993,870631251,35178940288,Alameda de Porto,77,79,Petropolis,Sao Paulo,SP,54198844,8008690733,P004,Monitor,9,1200.0,Dinheiro,L001,Loja Centro,V002,Maria Oliveira,24/08/2025,24/08/2025,CONCLUIDA,,
838,Beatriz Correia,13/02/1954,768451036,17539062886,Viaduto de Aragao,478,6,Universo,Sao Paulo,SP,53518597,9005974782,P006,Smart Watch,8,250.0,PIX,L001,Loja Centro,V002,Maria Oliveira,10/05/2025,10/05/2025,CONCLUIDA,,
3299,Sara Pinto,28/05/1990,218653700,92061875386,Residencial Jesus,50,30,Vila Jardim Leblon,Sao Paulo,SP,42500132,5001786572,P008,Mouse com fio,2,45.0,Cartão de Débito,L002,Loja Shopping,V004,Antonio Souza,14/07/2025,14/07/2025,CONCLUIDA,,
8258,Arthur Miguel Azevedo,02/05/1997,650473826,85623190405,Ladeira de da Paz,8,957,Ermelinda,Sao Paulo,SP,3146927,4187070022,P003,Fone Bluetooth,7,300.0,Cartão de Débito,L002,Loja Shopping,V007,Mackenzie Nogueira,11/11/2024,11/11/2024,CONCLUIDA,,
2456,Manuela das Neves,29/08/1976,102685745,43728196509,Vale Borges,13,202,Conjunto Floramar,Sao Paulo,SP,17302891,1170308215,P005,Teclado Mecanico,2,450.0,PIX,L001,Loja Centro,V001,Carlos Silva,17/11/2024,17/11/2024,CONCLUIDA,,
606,Valentina Siqueira,21/10/1948,07612583X,64283507938,Lagoa Jose Cardoso,0,226,Vila Independencia 3a Secao,Sao Paulo,SP,9327309,6108724002,P002,Smartphone,6,2500.0,Boleto,L003,Loja Bairro,V005,Barone Mendes,28/11/2024,28/11/2024,CONCLUIDA,,
5826,Davi Lucca Carvalho,22/04/1967,187423507,81432976087,Favela Larissa Pastor,59,71,Sagrada Familia,Sao Paulo,SP,54978322,8459315339,P001,Notebook,7,3500.0,Boleto,L002,Loja Shopping,V004,Antonio Souza,20/04/2025,20/04/2025,CONCLUIDA,,
4317,Maria Alice Fonseca,19/05/2000,675120342,60782453929,Loteamento Guilherme Camara,46,2,Calafate,Sao Paulo,SP,2870610,4133960886,P004,Monitor,1,1200.0,Cartão de Crédito,L002,Loja Shopping,V003,Joao Souza,07/03/2025,07/03/2025,CONCLUIDA,,
6200,Yasmin Moreira,31/01/2003,051738466,34875190204,Conjunto Larissa Nogueira,78,390,Vila Jardim Leblon,Sao Paulo,SP,95739808,3006088602,P002,Smartphone,2,2500.0,Cartão de Débito,L001,Loja Centro,V001,Carlos Silva,17/10/2024,17/10/2024,CONCLUIDA,,
1892,Marcos Vinicius da Rosa,13/10/1956,174620585,29605317877,Distrito Heitor Silveira,0,904,Vila Betania,Sao Paulo,SP,18454277,3152379985,P004,Monitor,9,1200.0,PIX,L002,Loja Shopping,V007,Mackenzie Nogueira,06/01/2025,06/01/2025,CONCLUIDA,,
5719,Sarah Peixoto,02/04/1949,172583068,69521843098,Praia Costa,98,76,Jaqueline,Sao Paulo,SP,13016701,8424038933,P006,Smart Watch,4,250.0,PIX,L003,Loja Bairro,V005,Barone Mendes,11/01/2025,11/01/2025,CONCLUIDA,,
1763,Vitor Hugo Rodrigues,21/06/1966,284361707,05491837601,Chacara de Aragao,82,51,Mirtes,Sao Paulo,SP,95251466,4153343442,P009,Mouse Bluetooth,2,80.0,Cartão de Crédito,L001,Loja Centro,V001,Carlos Silva,05/12/2024,05/12/2024,CONCLUIDA,,
922,Theodoro Cavalcanti,21/04/2005,605712384,81705236995,Trecho Aparecida,36,63,Antonio Ribeiro De Abreu 1a Secao,Sao Paulo,SP,22493100,8404270320,P008,Mouse com fio,8,45.0,PIX,L002,Loja Shopping,V007,Mackenzie Nogueira,21/09/2025,21/09/2025,CONCLUIDA,,
6006,Heloisa da Rosa,06/10/1986,75018436X,82971604594,Nucleo Pimenta,79,30,Sao Tomaz,Sao Paulo,SP,55999233,3116303443,P005,Teclado Mecanico,10,450.0,Boleto,L001,Loja Centro,V001,Carlos Silva,04/08/2025,04/08/2025,CONCLUIDA,,
7188,Davi Lucca Barros,24/08/1973,852136705,16530928740,Rodovia Luiz Henrique Sousa,623,21,Marilandia,Sao Paulo,SP,75251217,5111148488,P009,Mouse Bluetooth,10,80.0,Dinheiro,L003,Loja Bairro,V005,Barone Mendes,03/03/2025,03/03/2025,CONCLUIDA,,
4945,Isabelly Aparecida,13/10/1961,01682457X,92148036505,Parque de Cavalcante,0,370,Jardim Leblon,Sao Paulo,SP,64440813,3129719103,P001,Notebook,9,3500.0,Cartão de Crédito,L003,Loja Bairro,V006,Thiago Curse,06/08/2025,06/08/2025,CONCLUIDA,,
3248,Theo Goncalves,01/08/1985,548316272,09158247602,Lago Oliver Cavalcante,70,78,Vila Jardim Montanhes,Sao Paulo,SP,60687937,4198862942,P003,Fone Bluetooth,3,300.0,PIX,L003,Loja Bairro,V006,Thiago Curse,05/11/2024,05/11/2024,CONCLUIDA,,
6727,Antonella da Cunha,31/08/1982,310268576,92105687377,Loteamento de Aragao,78,604,Sao Sebastiao,Sao Paulo,SP,36459803,7102508271,P003,Fone Bluetooth,5,300.0,Cartão de Crédito,L002,Loja Shopping,V003,Joao Souza,30/09/2025,30/09/2025,CONCLUIDA,,
4308,Nicolas Moreira,12/01/1976,567802139,63720495116,Favela Albuquerque,78,520,Alto Vera Cruz,Sao Paulo,SP,65510146,1132746910,P008,Mouse com fio,4,45.0,Cartão de Crédito,L002,Loja Shopping,V004,Antonio Souza,09/12/2024,09/12/2024,CONCLUIDA,,
8914,Maria Julia Machado,07/03/2005,463018254,63280514762,Sitio de Carvalho,80,89,Tiradentes,Sao Paulo,SP,74377932,5109006205,P001,Notebook,9,3500.0,Boleto,L003,Loja Bairro,V006,Thiago Curse,26/02/2025,26/02/2025,CONCLUIDA,,
4102,Nicole Abreu,16/02/1979,571680240,53820497188,Esplanada Araujo,367,23,Oeste,Sao Paulo,SP,19670397,9000131803,P002,Smartphone,5,2500.0,Cartão de Crédito,L001,Loja Centro,V002,Maria Oliveira,06/10/2025,06/10/2025,CONCLUIDA,,
7767,Mirella Carvalho,25/01/1973,685074328,89547613219,Area Liam Pires,486,58,Santo Antonio,Sao Paulo,SP,21215599,9006332069,P001,Notebook,3,3500.0,PIX,L003,Loja Bairro,V005,Barone Mendes,19/03/2025,19/03/2025,CONCLUIDA,,
1257,Arthur Gabriel da Conceicao,27/03/1983,410673523,27456893128,Favela Macedo,483,56,Miramar,Sao Paulo,SP,10502050,5000811299,P005,Teclado Mecanico,3,450.0,Cartão de Crédito,L003,Loja Bairro,V006,Thiago Curse,17/07/2025,17/07/2025,CONCLUIDA,,
6860,Livia Dias,06/06/1981,760431528,24109365805,Estrada de da Costa,0,1,Maravilha,Sao Paulo,SP,2388552,5173535649,P002,Smartphone,9,2500.0,PIX,L002,Loja Shopping,V003,Joao Souza,03/03/2025,03/03/2025,CONCLUIDA,,
7184,Ravi Teixeira,06/12/1959,13427605X,64579208374,Rodovia Caua Sales,0,15,Vila Mantiqueira,Sao Paulo,SP,95908258,5007010993,P009,Mouse Bluetooth,3,80.0,PIX,L003,Loja Bairro,V006,Thiago Curse,15/03/2025,15/03/2025,CONCLUIDA,,
9574,Cecilia Siqueira,28/09/1984,482165704,15867230490,Favela Isabella Alves,1,83,Conjunto Bonsucesso,Sao Paulo,SP,60670434,8487713241,P007,Caixa de Som,9,190.0,Dinheiro,L002,Loja Shopping,V004,Antonio Souza,26/03/2025,26/03/2025,CONCLUIDA,,
7882,Caroline Pires,07/02/2007,754126833,89065137203,Condominio de Fogaca,30,12,Vila Dos Anjos,Sao Paulo,SP,59009946,1170526871,P009,Mouse Bluetooth,10,80.0,Boleto,L003,Loja Bairro,V006,Thiago Curse,13/07/2025,13/07/2025,CONCLUIDA,,
6522,Calebe Sa,14/09/1949,405126372,46839205142,Favela Nicole Castro,500,2,Pantanal,Sao Paulo,SP,5311711,8450774285,P006,Smart Watch,9,250.0,PIX,L003,Loja Bairro,V006,Thiago Curse,23/06/2025,23/06/2025,CONCLUIDA,,
2022,Benjamin Pereira,10/09/1989,672354019,86102934598,Recanto Eloah da Conceicao,39,3,Mangabeiras,Sao Paulo,SP,424359,1155977965,P006,Smart Watch,7,250.0,Cartão de Crédito,L001,Loja Centro,V001,Carlos Silva,03/12/2024,03/12/2024,CONCLUIDA,,
5756,Caue Ribeiro,27/10/1967,301865243,18357024904,Parque Anthony Campos,18,195,Lagoa,Sao Paulo,SP,26007121,7197898568,P008,Mouse com fio,9,45.0,Cartão de Crédito,L002,Loja Shopping,V004,Antonio Souza,10/04/2025,10/04/2025,CONCLUIDA,,
7102,Valentim Ribeiro,24/01/1977,203847611,92738056474,Rua de Cardoso,4,52,Vila Da Aria,Sao Paulo,SP,56841451,8488823100,P005,Teclado Mecanico,2,450.0,Dinheiro,L001,Loja Centro,V002,Maria Oliveira,21/08/2025,21/08/2025,CONCLUIDA,,
919,Srta. Allana Rodrigues,15/12/1962,318075647,46058137993,Campo de Melo,44,63,Vitoria,Sao Paulo,SP,30859174,7121975822,P004,Monitor,2,1200.0,Boleto,L002,Loja Shopping,V007,Mackenzie Nogueira,03/08/2025,03/08/2025,CONCLUIDA,,
3595,Dom Lima,01/09/1954,628715031,38605724153,Rodovia de Campos,40,774,Itatiaia,Sao Paulo,SP,81691596,5153612844,P006,Smart Watch,10,250.0,PIX,L002,Loja Shopping,V007,Mackenzie Nogueira,14/12/2024,14/12/2024,CONCLUIDA,,
5863,Zoe Correia,10/12/1960,104527687,08274395123,Patio de Teixeira,17,86,Conjunto Minas Caixa,Sao Paulo,SP,51438616,7112521103,P004,Monitor,8,1200.0,Cartão de Débito,L002,Loja Shopping,V007,Mackenzie Nogueira,19/06/2025,19/06/2025,CONCLUIDA,,
4010,Srta. Emilly Barros,23/04/1998,154286734,21794085602,Lagoa de Montenegro,40,449,Serra Verde,Sao Paulo,SP,69094280,1121721917,P008,Mouse com fio,4,45.0,Dinheiro,L001,Loja Centro,V001,Carlos Silva,21/07/2025,21/07/2025,CONCLUIDA,,
2455,Enzo Gabriel da Rocha,23/09/2000,40182567X,39605421780,Estrada Almeida,87,47,Vila Madre Gertrudes 2a Secao,Sao Paulo,SP,96160544,5006206585,P006,Smart Watch,1,250.0,PIX,L001,Loja Centro,V001,Carlos Silva,31/10/2024,31/10/2024,CONCLUIDA,,
311,Luara Costela,25/12/1965,038752414,84972356146,Lago Lucas Gabriel Pires,2,78,Vila Jardim Leblon,Sao Paulo,SP,20350888,3163982853,P002,Smartphone,4,2500.0,Cartão de Débito,L001,Loja Centro,V001,Carlos Silva,18/05/2025,18/05/2025,CONCLUIDA,,
4800,Murilo Nunes,17/04/1980,243567807,29860351759,Esplanada Leandro Vasconcelos,65,27,Ernesto Nascimento,Sao Paulo,SP,10568791,3009785930,P009,Mouse Bluetooth,7,80.0,Cartão de Débito,L002,Loja Shopping,V007,Mackenzie Nogueira,25/08/2025,25/08/2025,CONCLUIDA,,
8574,Maria Flor Pereira,24/09/2007,027613458,08793164203,Estacao Samuel Cavalcanti,33,78,Vale Do Jatoba,Sao Paulo,SP,25553346,8418139734,P001,Notebook,2,3500.0,PIX,L002,Loja Shopping,V003,Joao Souza,02/11/2024,02/11/2024,CONCLUIDA,,
9013,Guilherme Lima,18/07/2000,084712351,20354617826,Ladeira Pereira,0,89,Serra Do Curral,Sao Paulo,SP,46995292,3195825687,P002,Smartphone,4,2500.0,Boleto,L002,Loja Shopping,V007,Mackenzie Nogueira,07/12/2024,07/12/2024,CONCLUIDA,,
3589,Maria Julia Souza,09/02/2006,178356049,79413068593,Estrada Ana Cecilia da Rosa,84,1,Bela Vitoria,Sao Paulo,SP,62718999,5005811683,P003,Fone Bluetooth,7,300.0,Cartão de Débito,L001,Loja Centro,V001,Carlos Silva,13/10/2024,13/10/2024,CONCLUIDA,,
9052,Kevin Correia,25/02/1996,036874218,46520738956,Trevo Ribeiro,85,21,Jardim Do Vale,Sao Paulo,SP,49814148,6153108076,P006,Smart Watch,3,250.0,Cartão de Débito,L003,Loja Bairro,V005,Barone Mendes,16/02/2025,16/02/2025,CONCLUIDA,,
6668,Arthur Moreira,29/11/2005,483120571,13405296889,Conjunto Monteiro,34,762,Lagoa,Sao Paulo,SP,32846623,8166316380,P006,Smart Watch,5,250.0,Dinheiro,L001,Loja Centro,V002,Maria Oliveira,26/04/2025,26/04/2025,CONCLUIDA,,
5146,Danilo Andrade,29/02/1948,61485037X,08465321744,Recanto Carvalho,35,83,Alto Barroca,Sao Paulo,SP,88337742,4112270199,P003,Fone Bluetooth,7,300.0,Dinheiro,L002,Loja Shopping,V003,Joao Souza,16/12/2024,16/12/2024,CONCLUIDA,,
9429,Marina Freitas,10/07/1975,075834625,57418963084,Vale de Borges,0,14,Conjunto Capitao Eduardo,Sao Paulo,SP,19242559,6133268801,P005,Teclado Mecanico,1,450.0,Cartão de Débito,L002,Loja Shopping,V003,Joao Souza,14/04/2025,14/04/2025,CONCLUIDA,,
3409,Ana Sophia Goncalves,15/07/1979,760234589,42891760387,Chacara de Leao,70,662,Vila Formosa,Sao Paulo,SP,30971913,1110917173,P009,Mouse Bluetooth,1,80.0,Boleto,L003,Loja Bairro,V005,Barone Mendes,09/10/2025,09/10/2025,CONCLUIDA,,
5332,Asafe Rezende,02/12/1990,725631041,90528734105,Alameda Lorenzo Aparecida,63,24,Xodo-Marize,Sao Paulo,SP,28338016,1124050005,P009,Mouse Bluetooth,6,80.0,Boleto,L003,Loja Bairro,V005,Barone Mendes,28/02/2025,28/02/2025,CONCLUIDA,,
1284,Cecilia Novais,01/01/1947,513704280,14378605910,Parque Pereira,43,9,Barao Homem De Melo 1a Secao,Sao Paulo,SP,46302203,6155968573,P009,Mouse Bluetooth,4,80.0,Cartão de Débito,L002,Loja Shopping,V007,Mackenzie Nogueira,18/11/2024,18/11/2024,CONCLUIDA,,
5535,Milena Rocha,21/02/2004,683425079,41907356800,Esplanada de Casa Grande,90,1,Gutierrez,Sao Paulo,SP,31267601,8412653694,P008,Mouse com fio,3,45.0,PIX,L002,Loja Shopping,V007,Mackenzie Nogueira,31/01/2025,31/01/2025,CONCLUIDA,,
1814,Emanuel Cavalcante,24/08/1955,725361402,62957380447,Chacara de Barbosa,6,81,Tres Marias,Sao Paulo,SP,49560936,8001082308,P008,Mouse com fio,2,45.0,Dinheiro,L003,Loja Bairro,V006,Thiago Curse,13/09/2025,13/09/2025,CONCLUIDA,,
7989,Joana da Luz,13/01/1981,231475809,46719025325,Feira Machado,470,424,Carlos Prates,Sao Paulo,SP,59965462,7177657417,P001,Notebook,9,3500.0,Cartão de Crédito,L001,Loja Centro,V002,Maria Oliveira,25/06/2025,25/06/2025,CONCLUIDA,,
3896,Ana Sophia Almeida,03/08/1960,542867035,60379451280,Recanto de Pinto,31,26,Coqueiros,Sao Paulo,SP,53371226,8125761273,P006,Smart Watch,9,250.0,Cartão de Crédito,L002,Loja Shopping,V007,Mackenzie Nogueira,06/04/2025,06/04/2025,CONCLUIDA,,
2148,Olivia Fogaca,01/02/1962,168754204,16087594230,Favela Antony da Mata,1,111,Taquaril,Sao Paulo,SP,90948365,5176212716,P008,Mouse com fio,5,45.0,Boleto,L003,Loja Bairro,V006,Thiago Curse,28/10/2024,28/10/2024,CONCLUIDA,,
7317,Otto Sampaio,15/08/1985,472516838,29083561470,Alameda Pedro Farias,908,28,Guarata,Sao Paulo,SP,37037259,5166300523,P006,Smart Watch,1,250.0,Cartão de Débito,L003,Loja Bairro,V006,Thiago Curse,01/11/2024,01/11/2024,CONCLUIDA,,
5487,Enzo Castro,07/09/1971,270543685,49217536873,Alameda Alicia Viana,0,607,Floresta,Sao Paulo,SP,60537840,4119694025,P008,Mouse com fio,4,45.0,Dinheiro,L002,Loja Shopping,V003,Joao Souza,19/09/2025,19/09/2025,CONCLUIDA,,
7572,Nina Cavalcanti,19/05/2004,560812735,45819362764,Estrada Ian Borges,20,59,Joao Pinheiro,Sao Paulo,SP,25235981,2150063134,P001,Notebook,1,3500.0,Cartão de Débito,L003,Loja Bairro,V006,Thiago Curse,12/09/2025,12/09/2025,CONCLUIDA,,
6616,Gustavo Carvalho,10/10/2004,015723641,42631950780,Viela de Moura,50,75,Vila Sao Francisco,Sao Paulo,SP,64403039,9002804580,P001,Notebook,2,3500.0,PIX,L002,Loja Shopping,V004,Antonio Souza,18/05/2025,18/05/2025,CONCLUIDA,,
7569,Maria Nogueira,17/08/1988,035814676,58274603974,Nucleo de da Rocha,4,30,Santo Antonio,Sao Paulo,SP,83849565,8161594490,P005,Teclado Mecanico,1,450.0,Cartão de Débito,L003,Loja Bairro,V005,Barone Mendes,11/07/2025,11/07/2025,CONCLUIDA,,
3619,Davi Miguel Fonseca,24/06/1976,037524811,24801756930,Chacara de Mendonca,0,21,Barao Homem De Melo 2a Secao,Sao Paulo,SP,59775329,5164219324,P005,Teclado Mecanico,3,450.0,PIX,L003,Loja Bairro,V006,Thiago Curse,28/01/2025,28/01/2025,CONCLUIDA,,
4769,Antonella Azevedo,12/11/1984,241857636,93245107897,Aeroporto de Siqueira,34,696,Cenaculo,Sao Paulo,SP,69924655,4197505184,P004,Monitor,4,1200.0,Cartão de Débito,L003,Loja Bairro,V005,Barone Mendes,21/11/2024,21/11/2024,CONCLUIDA,,
8482,Caio Oliveira,22/09/1998,610325875,83120576921,Lagoa de da Costa,0,110,Vila Copacabana,Sao Paulo,SP,27827007,8418355669,P005,Teclado Mecanico,9,450.0,Dinheiro,L001,Loja Centro,V001,Carlos Silva,02/04/2025,02/04/2025,CONCLUIDA,,
4672,Danilo Pacheco,14/06/1996,276135842,96514273882,Aeroporto Lucas Macedo,96,939,Lajedo,Sao Paulo,SP,63463192,4113619588,P004,Monitor,6,1200.0,Boleto,L003,Loja Bairro,V006,Thiago Curse,08/11/2024,08/11/2024,CONCLUIDA,,
7780,Ana Liz Castro,24/09/1949,607153428,49017853204,Praca Julia Borges,2,81,Concordia,Sao Paulo,SP,44074878,1160191405,P005,Teclado Mecanico,5,450.0,PIX,L003,Loja Bairro,V006,Thiago Curse,09/08/2025,09/08/2025,CONCLUIDA,,
