id_cliente,nome_cliente,data_nascimento,rg,cpf,endereco,numero,complemento,bairro,cidade,estado,cep,telefone,codigo_produto,nome_produto,quantidade,valor_produto,forma_pagamento,codigo_loja,nome_loja,codigo_vendedor,nome_vendedor,data_venda,data_compra,status_venda,observacoes
7425,Camila da Conceição,18/08/1978,475182601,965.731.408-93,"Área Ryan Martins, 9",790,766,Rio Branco,da Rosa,PR,12080460,+55 (061) 9061-8393,P009,Mouse Bluetooth,8,80.0,PIX,L002,Loja Shopping,V003,João Souza,04/07/2025,04/07/2025,CONCLUIDA,
254,Maysa Martins,11/10/1948,651473202,610.957.432-52,"Área da Luz, 18",241,2,Salgado Filho,Dias,PR,17034718,+55 (061) 2972 8059,P008,Mouse com fio,5,45.0,Cartão de Débito,L001,Loja Centro,V002,Maria Oliveira,03/10/2025,03/10/2025,CONCLUIDA,
3871,Bento Farias,27/09/1998,613407581,348.257.106-62,"Ladeira de Monteiro, 981",530,4,Vila Antena,Caldeira,MG,93220112,31 6832 6089,P007,Caixa de Som,1,190.0,Cartão de Crédito,L002,Loja Shopping,V007,Mackenzie Nogueira,17/08/2025,17/08/2025,CONCLUIDA,
1879,Srta. Laura Moreira,13/08/1958,741805364,179.280.634-50,Parque Davi Lucas Lima,741,90,Camargos,Costela Grande,RJ,80455664,11 5576-1750,P006,Smart Watch,3,250.0,PIX,L003,Loja Bairro,V006,Thiago Curse,06/01/2025,06/01/2025,CONCLUIDA,
7967,Gustavo Henrique Ramos,22/02/2001,018652475,829.406.137-96,"Trecho de Gomes, 87",554,518,Aarão Reis,Pires,SP,33140217,51 7717 3680,P005,Teclado Mecanico,4,450.0,Cartão de Débito,L003,Loja Bairro,V005,Barone Mendes,17/01/2025,17/01/2025,CONCLUIDA,
9717,Sr. Josué da Cunha,07/08/1976,617428050,154.027.386-53,Feira Mendes,861,7,Barroca,Silveira Grande,SP,28376342,84 8826-2612,P003,Fone Bluetooth,2,300.0,Cartão de Crédito,L001,Loja Centro,V001,Carlos Silva,27/11/2024,27/11/2024,CONCLUIDA,
2054,Sr. Henry Gabriel Pimenta,28/05/1963,21360758X,361.902.547-99,"Residencial Machado, 95",668,46,Unidas,Nascimento de Castro,SP,82448667,+55 31 8435 5217,P001,Notebook,5,3500.0,PIX,L001,Loja Centro,V002,Maria Oliveira,05/10/2025,05/10/2025,CONCLUIDA,
9647,Olívia Almeida,01/07/1997,426301857,638.129.405-15,"Feira Marcela da Mata, 80",624,318,Vila Betânia,Almeida de Ribeiro,SP,01963326,+55 41 6828 2939,P005,Teclado Mecanico,3,450.0,PIX,L001,Loja Centro,V001,Carlos Silva,22/07/2025,22/07/2025,CONCLUIDA,
2937,Gabriela Pires,16/02/1975,657381020,167.092.348-78,Chácara de da Costa,793,42,Vila Madre Gertrudes 1ª Seção,Pires do Sul,RJ,31105931,+55 61 7884 4673,P004,Monitor,9,1200.0,Cartão de Crédito,L002,Loja Shopping,V004,Antonio Souza,15/08/2025,15/08/2025,CONCLUIDA,
6037,Asafe Ribeiro,18/05/1990,384027568,568.903.741-93,"Núcleo de Cavalcanti, 96",649,8,Eymard,Leão,PR,51394050,(031) 5476-2857,P003,Fone Bluetooth,8,300.0,Cartão de Débito,L001,Loja Centro,V002,Maria Oliveira,13/10/2024,13/10/2024,CONCLUIDA,
2929,Dr. Gabriel Costa,29/12/2003,380172549,573.610.428-80,"Aeroporto de Ribeiro, 569",814,1,Vila Nossa Senhora Do Rosário,Rezende Paulista,RJ,72173122,(081) 1629 2152,P001,Notebook,9,3500.0,PIX,L003,Loja Bairro,V006,Thiago Curse,15/01/2025,15/01/2025,CONCLUIDA,
1435,Cauê da Cruz,04/09/2001,721854060,629.350.784-38,"Rodovia Lara Dias, 7",109,33,Vila Nova Cachoeirinha 1ª Seção,Novaes dos Dourados,PR,33497578,0500-819-6863,P008,Mouse com fio,6,45.0,Cartão de Débito,L002,Loja Shopping,V007,Mackenzie Nogueira,07/01/2025,07/01/2025,CONCLUIDA,
6948,Srta. Ana Vitória Lopes,27/10/1993,870631251,351.789.402-88,"Alameda de Porto, 77",285,79,Petropolis,Vieira do Sul,MG,54198844,0800-869-0733,P004,Monitor,9,1200.0,Dinheiro,L001,Loja Centro,V002,Maria Oliveira,24/08/2025,24/08/2025,CONCLUIDA,
838,Sra. Beatriz Correia,13/02/1954,768451036,175.390.628-86,"Viaduto de Aragão, 478",628,6,Universo,Gomes do Galho,SP,53518597,0900 597 4782,P006,Smart Watch,8,250.0,PIX,L001,Loja Centro,V002,Maria Oliveira,10/05/2025,10/05/2025,CONCLUIDA,
3299,Dra. Sara Pinto,28/05/1990,218653700,920.618.753-86,"Residencial Jesus, 50",366,30,Vila Jardim Leblon,Casa Grande,RJ,42500132,0500 178 6572,P008,Mouse com fio,2,45.0,Cartão de Débito,L002,Loja Shopping,V004,Antonio Souza,14/07/2025,14/07/2025,CONCLUIDA,
8258,Arthur Miguel Azevedo,02/05/1997,650473826,856.231.904-05,"Ladeira de da Paz, 8",946,957,Ermelinda,da Rosa Verde,MG,03146927,(041) 8707-0022,P003,Fone Bluetooth,7,300.0,Cartão de Débito,L002,Loja Shopping,V007,Mackenzie Nogueira,11/11/2024,11/11/2024,CONCLUIDA,
2456,Manuela das Neves,29/08/1976,102685745,437.281.965-09,"Vale Borges, 13",30,202,Conjunto Floramar,Machado,RS,17302891,+55 (011) 7030-8215,P005,Teclado Mecanico,2,450.0,PIX,L001,Loja Centro,V001,Carlos Silva,17/11/2024,17/11/2024,CONCLUIDA,
606,Valentina Siqueira,21/10/1948,07612583X,642.835.079-38,Lagoa José Cardoso,178,226,Vila Independencia 3ª Seção,Mendes de Rocha,RS,09327309,+55 61 0872-4002,P002,Smartphone,6,2500.0,Boleto,L003,Loja Bairro,V005,Barone Mendes,28/11/2024,28/11/2024,CONCLUIDA,
5826,Davi Lucca Carvalho,22/04/1967,187423507,814.329.760-87,"Favela Larissa Pastor, 59",955,71,Sagrada Família,Marques do Oeste,MG,54978322,(084) 5931-5339,P001,Notebook,7,3500.0,Boleto,L002,Loja Shopping,V004,Antonio Souza,20/04/2025,20/04/2025,CONCLUIDA,
4317,Sra. Maria Alice Fonseca,19/05/2000,675120342,607.824.539-29,"Loteamento Guilherme Câmara, 46",956,2,Calafate,Rios,RJ,02870610,41 3396 0886,P004,Monitor,1,1200.0,Cartão de Crédito,L002,Loja Shopping,V003,João Souza,07/03/2025,07/03/2025,CONCLUIDA,
6200,Dra. Yasmin Moreira,31/01/2003,051738466,348.751.902-04,"Conjunto Larissa Nogueira, 78",257,390,Vila Jardim Leblon,Moura da Prata,MG,95739808,0300-608-8602,P002,Smartphone,2,2500.0,Cartão de Débito,L001,Loja Centro,V001,Carlos Silva,17/10/2024,17/10/2024,CONCLUIDA,
1892,Marcos Vinicius da Rosa,13/10/1956,174620585,296.053.178-77,Distrito Heitor Silveira,523,904,Vila Betânia,Gonçalves,RJ,18454277,31 5237 9985,P004,Monitor,9,1200.0,PIX,L002,Loja Shopping,V007,Mackenzie Nogueira,06/01/2025,06/01/2025,CONCLUIDA,
5719,Sarah Peixoto,02/04/1949,172583068,695.218.430-98,"Praia Costa, 98",140,76,Jaqueline,Moura Verde,MG,13016701,+55 84 2403 8933,P006,Smart Watch,4,250.0,PIX,L003,Loja Bairro,V005,Barone Mendes,11/01/2025,11/01/2025,CONCLUIDA,
1763,Vitor Hugo Rodrigues,21/06/1966,284361707,054.918.376-01,"Chácara de Aragão, 82",110,51,Mirtes,Barros,PR,95251466,(041) 5334-3442,P009,Mouse Bluetooth,2,80.0,Cartão de Crédito,L001,Loja Centro,V001,Carlos Silva,05/12/2024,05/12/2024,CONCLUIDA,
922,Theodoro Cavalcanti,21/04/2005,605712384,817.052.369-95,"Trecho Aparecida, 36",809,63,Antonio Ribeiro De Abreu 1ª Seção,Viana de Albuquerque,RS,22493100,84 0427-0320,P008,Mouse com fio,8,45.0,PIX,L002,Loja Shopping,V007,Mackenzie Nogueira,21/09/2025,21/09/2025,CONCLUIDA,
6006,Heloísa da Rosa,06/10/1986,75018436X,829.716.045-94,"Núcleo Pimenta, 79",68,30,São Tomaz,Peixoto da Mata,RS,55999233,+55 (031) 1630 3443,P005,Teclado Mecanico,10,450.0,Boleto,L001,Loja Centro,V001,Carlos Silva,04/08/2025,04/08/2025,CONCLUIDA,
7188,Davi Lucca Barros,24/08/1973,852136705,165.309.287-40,"Rodovia Luiz Henrique Sousa, 623",969,21,Marilandia,Guerra,PR,75251217,+55 (051) 1114 8488,P009,Mouse Bluetooth,10,80.0,Dinheiro,L003,Loja Bairro,V005,Barone Mendes,03/03/2025,03/03/2025,CONCLUIDA,
4945,Sra. Isabelly Aparecida,13/10/1961,01682457X,921.480.365-05,Parque de Cavalcante,908,370,Jardim Leblon,Andrade,PR,64440813,+55 (031) 2971 9103,P001,Notebook,9,3500.0,Cartão de Crédito,L003,Loja Bairro,V006,Thiago Curse,06/08/2025,06/08/2025,CONCLUIDA,
3248,Théo Gonçalves,01/08/1985,548316272,091.582.476-02,"Lago Oliver Cavalcante, 70",524,78,Vila Jardim Montanhes,Peixoto,RS,60687937,(041) 9886-2942,P003,Fone Bluetooth,3,300.0,PIX,L003,Loja Bairro,V006,Thiago Curse,05/11/2024,05/11/2024,CONCLUIDA,
6727,Antonella da Cunha,31/08/1982,310268576,921.056.873-77,"Loteamento de Aragão, 78",697,604,São Sebastião,Macedo,SP,36459803,+55 (071) 0250-8271,P003,Fone Bluetooth,5,300.0,Cartão de Crédito,L002,Loja Shopping,V003,João Souza,30/09/2025,30/09/2025,CONCLUIDA,
4308,Dr. Nicolas Moreira,12/01/1976,567802139,637.204.951-16,"Favela Albuquerque, 78",672,520,Alto Vera Cruz,Cassiano dos Dourados,RJ,65510146,(011) 3274-6910,P008,Mouse com fio,4,45.0,Cartão de Crédito,L002,Loja Shopping,V004,Antonio Souza,09/12/2024,09/12/2024,CONCLUIDA,
8914,Dra. Maria Julia Machado,07/03/2005,463018254,632.805.147-62,"Sítio de Carvalho, 80",835,89,Tiradentes,Pacheco,MG,74377932,(051) 0900 6205,P001,Notebook,9,3500.0,Boleto,L003,Loja Bairro,V006,Thiago Curse,26/02/2025,26/02/2025,CONCLUIDA,
4102,Nicole Abreu,16/02/1979,571680240,538.204.971-88,"Esplanada Araújo, 367",587,23,Oeste,da Luz,SP,19670397,0900 013 1803,P002,Smartphone,5,2500.0,Cartão de Crédito,L001,Loja Centro,V002,Maria Oliveira,06/10/2025,06/10/2025,CONCLUIDA,
7767,Mirella Carvalho,25/01/1973,685074328,895.476.132-19,"Área Liam Pires, 486",572,58,Santo Antônio,Pereira,PR,21215599,0900 633 2069,P001,Notebook,3,3500.0,PIX,L003,Loja Bairro,V005,Barone Mendes,19/03/2025,19/03/2025,CONCLUIDA,
1257,Arthur Gabriel da Conceição,27/03/1983,410673523,274.568.931-28,"Favela Macedo, 483",36,56,Miramar,Dias de Souza,RJ,10502050,0500-081-1299,P005,Teclado Mecanico,3,450.0,Cartão de Crédito,L003,Loja Bairro,V006,Thiago Curse,17/07/2025,17/07/2025,CONCLUIDA,
6860,Lívia Dias,06/06/1981,760431528,241.093.658-05,Estrada de da Costa,232,1,Maravilha,Cavalcanti,SP,02388552,+55 (051) 7353 5649,P002,Smartphone,9,2500.0,PIX,L002,Loja Shopping,V003,João Souza,03/03/2025,03/03/2025,CONCLUIDA,
7184,Ravi Teixeira,06/12/1959,13427605X,645.792.083-74,Rodovia Cauã Sales,204,15,Vila Mantiqueira,Câmara,SP,95908258,0500 701 0993,P009,Mouse Bluetooth,3,80.0,PIX,L003,Loja Bairro,V006,Thiago Curse,15/03/2025,15/03/2025,CONCLUIDA,
9574,Cecília Siqueira,28/09/1984,482165704,158.672.304-90,"Favela Isabella Alves, 1",399,83,Conjunto Bonsucesso,Andrade do Amparo,PR,60670434,+55 84 8771-3241,P007,Caixa de Som,9,190.0,Dinheiro,L002,Loja Shopping,V004,Antonio Souza,26/03/2025,26/03/2025,CONCLUIDA,
7882,Caroline Pires,07/02/2007,754126833,890.651.372-03,"Condomínio de Fogaça, 30",223,12,Vila Dos Anjos,Campos,RJ,59009946,+55 (011) 7052 6871,P009,Mouse Bluetooth,10,80.0,Boleto,L003,Loja Bairro,V006,Thiago Curse,13/07/2025,13/07/2025,CONCLUIDA,
6522,Calebe Sá,14/09/1949,405126372,468.392.051-42,"Favela Nicole Castro, 500",503,2,Pantanal,Mendonça de Marques,MG,05311711,84 5077 4285,P006,Smart Watch,9,250.0,PIX,L003,Loja Bairro,V006,Thiago Curse,23/06/2025,23/06/2025,CONCLUIDA,
2022,Benjamin Pereira,10/09/1989,672354019,861.029.345-98,"Recanto Eloah da Conceição, 39",484,3,Mangabeiras,Mendonça,MG,00424359,11 5597 7965,P006,Smart Watch,7,250.0,Cartão de Crédito,L001,Loja Centro,V001,Carlos Silva,03/12/2024,03/12/2024,CONCLUIDA,
5756,Cauê Ribeiro,27/10/1967,301865243,183.570.249-04,"Parque Anthony Campos, 18",567,195,Lagoa,Pimenta do Amparo,SP,26007121,+55 71 9789 8568,P008,Mouse com fio,9,45.0,Cartão de Crédito,L002,Loja Shopping,V004,Antonio Souza,10/04/2025,10/04/2025,CONCLUIDA,
7102,Valentim Ribeiro,24/01/1977,203847611,927.380.564-74,"Rua de Cardoso, 4",765,52,Vila Da Ária,Fonseca Verde,PR,56841451,84 8882-3100,P005,Teclado Mecanico,2,450.0,Dinheiro,L001,Loja Centro,V002,Maria Oliveira,21/08/2025,21/08/2025,CONCLUIDA,
919,Srta. Allana Rodrigues,15/12/1962,318075647,460.581.379-93,"Campo de Melo, 44",54,63,Vitoria,Azevedo,PR,30859174,71 2197 5822,P004,Monitor,2,1200.0,Boleto,L002,Loja Shopping,V007,Mackenzie Nogueira,03/08/2025,03/08/2025,CONCLUIDA,
3595,Sr. Dom Lima,01/09/1954,628715031,386.057.241-53,"Rodovia de Campos, 40",572,774,Itatiaia,Rodrigues,PR,81691596,+55 51 5361 2844,P006,Smart Watch,10,250.0,PIX,L002,Loja Shopping,V007,Mackenzie Nogueira,14/12/2024,14/12/2024,CONCLUIDA,
5863,Zoe Correia,10/12/1960,104527687,082.743.951-23,"Pátio de Teixeira, 17",207,86,Conjunto Minas Caixa,Brito,PR,51438616,+55 71 1252-1103,P004,Monitor,8,1200.0,Cartão de Débito,L002,Loja Shopping,V007,Mackenzie Nogueira,19/06/2025,19/06/2025,CONCLUIDA,
4010,Srta. Emilly Barros,23/04/1998,154286734,217.940.856-02,"Lagoa de Montenegro, 40",891,449,Serra Verde,da Costa da Prata,RJ,69094280,11 2172 1917,P008,Mouse com fio,4,45.0,Dinheiro,L001,Loja Centro,V001,Carlos Silva,21/07/2025,21/07/2025,CONCLUIDA,
2455,Sr. Enzo Gabriel da Rocha,23/09/2000,40182567X,396.054.217-80,"Estrada Almeida, 87",163,47,Vila Madre Gertrudes 2ª Seção,Barbosa,RJ,96160544,0500 620 6585,P006,Smart Watch,1,250.0,PIX,L001,Loja Centro,V001,Carlos Silva,31/10/2024,31/10/2024,CONCLUIDA,
311,Luara Costela,25/12/1965,038752414,849.723.561-46,"Lago Lucas Gabriel Pires, 2",906,78,Vila Jardim Leblon,da Rosa,RJ,20350888,(031) 6398 2853,P002,Smartphone,4,2500.0,Cartão de Débito,L001,Loja Centro,V001,Carlos Silva,18/05/2025,18/05/2025,CONCLUIDA,
4800,Murilo Nunes,17/04/1980,243567807,298.603.517-59,"Esplanada Leandro Vasconcelos, 65",764,27,Ernesto Nascimento,Lima do Oeste,RJ,10568791,0300-978-5930,P009,Mouse Bluetooth,7,80.0,Cartão de Débito,L002,Loja Shopping,V007,Mackenzie Nogueira,25/08/2025,25/08/2025,CONCLUIDA,
8574,Maria Flor Pereira,24/09/2007,027613458,087.931.642-03,"Estação Samuel Cavalcanti, 33",635,78,Vale Do Jatoba,Carvalho,RJ,25553346,84 1813 9734,P001,Notebook,2,3500.0,PIX,L002,Loja Shopping,V003,João Souza,02/11/2024,02/11/2024,CONCLUIDA,
9013,Guilherme Lima,18/07/2000,084712351,203.546.178-26,Ladeira Pereira,726,89,Serra Do Curral,Moreira Verde,RS,46995292,+55 (031) 9582 5687,P002,Smartphone,4,2500.0,Boleto,L002,Loja Shopping,V007,Mackenzie Nogueira,07/12/2024,07/12/2024,CONCLUIDA,
3589,Maria Júlia Souza,09/02/2006,178356049,794.130.685-93,"Estrada Ana Cecília da Rosa, 84",337,1,Bela Vitoria,Lima das Pedras,RS,62718999,0500-581-1683,P003,Fone Bluetooth,7,300.0,Cartão de Débito,L001,Loja Centro,V001,Carlos Silva,13/10/2024,13/10/2024,CONCLUIDA,
9052,Kevin Correia,25/02/1996,036874218,465.207.389-56,"Trevo Ribeiro, 85",636,21,Jardim Do Vale,Duarte,MG,49814148,(061) 5310 8076,P006,Smart Watch,3,250.0,Cartão de Débito,L003,Loja Bairro,V005,Barone Mendes,16/02/2025,16/02/2025,CONCLUIDA,
6668,Arthur Moreira,29/11/2005,483120571,134.052.968-89,"Conjunto Monteiro, 34",293,762,Lagoa,Carvalho de Vasconcelos,RS,32846623,+55 (081) 6631 6380,P006,Smart Watch,5,250.0,Dinheiro,L001,Loja Centro,V002,Maria Oliveira,26/04/2025,26/04/2025,CONCLUIDA,
5146,Danilo Andrade,29/02/1948,61485037X,084.653.217-44,"Recanto Carvalho, 35",30,83,Alto Barroca,Azevedo,PR,88337742,+55 (041) 1227-0199,P003,Fone Bluetooth,7,300.0,Dinheiro,L002,Loja Shopping,V003,João Souza,16/12/2024,16/12/2024,CONCLUIDA,
9429,Marina Freitas,10/07/1975,075834625,574.189.630-84,Vale de Borges,683,14,Conjunto Capitão Eduardo,da Luz de Gonçalves,MG,19242559,(061) 3326-8801,P005,Teclado Mecanico,1,450.0,Cartão de Débito,L002,Loja Shopping,V003,João Souza,14/04/2025,14/04/2025,CONCLUIDA,
3409,Ana Sophia Gonçalves,15/07/1979,760234589,428.917.603-87,"Chácara de Leão, 70",188,662,Vila Formosa,Machado do Campo,MG,30971913,+55 11 1091-7173,P009,Mouse Bluetooth,1,80.0,Boleto,L003,Loja Bairro,V005,Barone Mendes,09/10/2025,09/10/2025,CONCLUIDA,
5332,Asafe Rezende,02/12/1990,725631041,905.287.341-05,"Alameda Lorenzo Aparecida, 63",269,24,Xodo-Marize,Barbosa da Praia,SP,28338016,(011) 2405 0005,P009,Mouse Bluetooth,6,80.0,Boleto,L003,Loja Bairro,V005,Barone Mendes,28/02/2025,28/02/2025,CONCLUIDA,
1284,Cecília Novais,01/01/1947,513704280,143.786.059-10,"Parque Pereira, 43",472,9,Barão Homem De Melo 1ª Seção,da Cruz do Oeste,SP,46302203,+55 (061) 5596-8573,P009,Mouse Bluetooth,4,80.0,Cartão de Débito,L002,Loja Shopping,V007,Mackenzie Nogueira,18/11/2024,18/11/2024,CONCLUIDA,
5535,Milena Rocha,21/02/2004,683425079,419.073.568-00,"Esplanada de Casa Grande, 90",72,1,Gutierrez,Moreira Verde,SP,31267601,+55 84 1265-3694,P008,Mouse com fio,3,45.0,PIX,L002,Loja Shopping,V007,Mackenzie Nogueira,31/01/2025,31/01/2025,CONCLUIDA,
1814,Emanuel Cavalcante,24/08/1955,725361402,629.573.804-47,"Chácara de Barbosa, 6",906,81,Tres Marias,Barros,MG,49560936,0800 108 2308,P008,Mouse com fio,2,45.0,Dinheiro,L003,Loja Bairro,V006,Thiago Curse,13/09/2025,13/09/2025,CONCLUIDA,
7989,Dra. Joana da Luz,13/01/1981,231475809,467.190.253-25,"Feira Machado, 470",837,424,Carlos Prates,Martins,RJ,59965462,(071) 7765 7417,P001,Notebook,9,3500.0,Cartão de Crédito,L001,Loja Centro,V002,Maria Oliveira,25/06/2025,25/06/2025,CONCLUIDA,
3896,Ana Sophia Almeida,03/08/1960,542867035,603.794.512-80,"Recanto de Pinto, 31",865,26,Coqueiros,Cavalcante de Pastor,MG,53371226,+55 81 2576-1273,P006,Smart Watch,9,250.0,Cartão de Crédito,L002,Loja Shopping,V007,Mackenzie Nogueira,06/04/2025,06/04/2025,CONCLUIDA,
2148,Olívia Fogaça,01/02/1962,168754204,160.875.942-30,"Favela Antony da Mata, 1",102,111,Taquaril,Pacheco de Cardoso,SP,90948365,51 7621 2716,P008,Mouse com fio,5,45.0,Boleto,L003,Loja Bairro,V006,Thiago Curse,28/10/2024,28/10/2024,CONCLUIDA,
7317,Otto Sampaio,15/08/1985,472516838,290.835.614-70,"Alameda Pedro Farias, 908",901,28,Guaratã,da Cruz,RS,37037259,51 6630 0523,P006,Smart Watch,1,250.0,Cartão de Débito,L003,Loja Bairro,V006,Thiago Curse,01/11/2024,01/11/2024,CONCLUIDA,
5487,Enzo Castro,07/09/1971,270543685,492.175.368-73,Alameda Alícia Viana,678,607,Floresta,Monteiro de Siqueira,RS,60537840,(041) 1969 4025,P008,Mouse com fio,4,45.0,Dinheiro,L002,Loja Shopping,V003,João Souza,19/09/2025,19/09/2025,CONCLUIDA,
7572,Nina Cavalcanti,19/05/2004,560812735,458.193.627-64,"Estrada Ian Borges, 20",861,59,João Pinheiro,Farias,MG,25235981,+55 (021) 5006 3134,P001,Notebook,1,3500.0,Cartão de Débito,L003,Loja Bairro,V006,Thiago Curse,12/09/2025,12/09/2025,CONCLUIDA,
6616,Sr. Gustavo Carvalho,10/10/2004,015723641,426.319.507-80,"Viela de Moura, 50",301,75,Vila São Francisco,Martins,RJ,64403039,0900-280-4580,P001,Notebook,2,3500.0,PIX,L002,Loja Shopping,V004,Antonio Souza,18/05/2025,18/05/2025,CONCLUIDA,
