id_cliente;nome_cliente;data_nascimento;rg;cpf;endereco;numero;complemento;bairro;cidade;estado;cep;telefone;codigo_produto;quantidade;data_venda;data_compra;forma_pagamento;codigo_loja;codigo_vendedor;valor_produto
24;Arthur Machado;01/03/1998;8611424;95780463247;Alameda Cecilia Rezende, 14;4;;União;Duarte do Amparo;MT;86185-384;09006553728;P002;3;08/09/2024;08/09/2024;Pix;L003;V006;2500.0
25;Benjamim Cirino;06/05/2003;6213121;38125704671;Residencial Diogo Borges, 22;57;;Conjunto São Francisco De Assis;Novais;PA;85284-513;05176886737;P002;3;09/05/2024;09/05/2024;Dinheiro;L002;V003;2500.0
26;Matteo Silveira;13/05/2002;5950248;97485021397;Praça Valentim Aparecida, 7;8;;Suzana;Pacheco;SE;06539-974;555103297791;P004;1;04/02/2024;04/02/2024;Dinheiro;L002;V004;1200.0
27;Maite da Costa;15/08/1962;6574647;70329841696;Parque Vinícius Cirino, 11;28;;Vila Mantiqueira;Teixeira de Goiás;GO;00414108;3152558618;P004;1;02/10/2024;02/10/2024;Cartao Debito;L002;V004;1200.0
28;Leo Andrade;05/04/2001;6932074;02875693140;Distrito da Mata, 68;5;;Vila Santa Monica 1ª Seção;Pacheco da Serra;AP;97888-210;02178907377;P001;4;17/04/2025;17/04/2025;Cartao Debito;L002;V003;3500.0
29;Mathias Cassiano;25/11/1984;7404576;58692371068;Vila Ayla Silveira, 82;69;;Vila Barragem Santa Lúcia;Cassiano;DF;06208523;5505171134820;P005;2;05/06/2025;05/06/2025;Pix;L003;V006;450.0
30;Agatha Cunha;02/08/1991;8446701;95370416206;Passarela de Pastor;47;;São Pedro;Cavalcante Alegre;RR;82588172;5508412177746;P005;1;11/04/2024;11/04/2024;Cartao Credito;L001;V001;450.0
31;Pedro Lucas Monteiro;21/06/1983;9427450;04867352144;Área Giovanna Caldeira, 60;22;;Santa Rita De Cássia;Montenegro Grande;RO;12033493;8462832910;P003;3;09/04/2025;09/04/2025;Pix;L003;V006;300.0
32;Dr. Juan Machado;29/04/1961;1136994;85761320959;Chácara de Moura, 29;940;;Novo São Lucas;Gonçalves Alegre;BA;58030506;07104659055;P006;4;04/02/2025;04/02/2025;Cartao Credito;L003;V005;250.0
33;Alexandre Casa Grande;12/04/1993;9820924;26813059777;Passarela Leão, 3;47;;Apolonia;Teixeira;SC;94680779;558181483777;P002;3;20/03/2024;20/03/2024;Cartao Debito;L003;V005;2500.0
34;Fernanda Silveira;31/03/1998;6350140;42096385792;Via de Sales, 3;184;;Nova Gameleira;Santos do Sul;RR;33685535;09006037105;P002;4;11/10/2025;11/10/2025;Dinheiro;L003;V005;2500.0
35;Dra. Clara Silveira;12/11/1982;2004432;32670954847;Loteamento Larissa Rodrigues, 860;896;;Vila Jardim Montanhes;Moraes de Fogaça;AM;20981888;4120315369;P002;2;14/08/2025;14/08/2025;Pix;L001;V002;2500.0
36;Liam Nascimento;26/01/1996;9503483;27518639491;Pátio Heitor da Paz, 452;63;;Vila Paris;Fogaça;RS;43239975;03004251961;P006;3;15/01/2025;15/01/2025;Cartao Debito;L003;V005;250.0
37;Theo Novaes;16/04/1972;5846032;98260154315;Via de Sá, 247;14;;Ademar Maldonado;Pires;AM;80509-160;03125364169;P001;5;26/07/2024;26/07/2024;Dinheiro;L001;V002;3500.0
38;Bella Araujo;22/02/1966;5526128;26175498011;Avenida Yan Abreu, 89;540;;Flavio Marques Lisboa;Dias do Sul;CE;25505-193;06170941205;P002;4;18/09/2024;18/09/2024;Cartao Credito;L002;V003;2500.0
39;Valentim Mendonca;26/11/1971;2809389;64320978196;Praça Maria Alice Azevedo, 377;47;;Estoril;Dias Alegre;SP;06136036;06130114625;P002;4;02/10/2025;02/10/2025;Dinheiro;L002;V004;2500.0
40;Luara Montenegro;28/03/1970;1245881;16052347961;Viela Azevedo, 877;26;;Vila Trinta E Um De Março;Martins do Amparo;MS;94750436;3114688680;P006;1;08/04/2025;08/04/2025;Pix;L003;V005;250.0
41;Sr. Lorenzo Lima;10/05/1983;7966705;52786341973;Condomínio Lopes, 82;45;;Maria Helena;Vieira Grande;RJ;14463-964;3180734995;P004;5;15/12/2023;15/12/2023;Cartao Credito;L002;V004;1200.0
42;Benjamim Martins;14/03/1982;5283065;05489723114;Loteamento da Luz, 650;46;;Laranjeiras;das Neves do Sul;PE;56523026;08001685733;P001;1;01/11/2024;01/11/2024;Cartao Debito;L001;V002;3500.0
43;Bento Albuquerque;24/03/1956;7811391;93817425619;Alameda Duarte;908;;São José;Marques dos Dourados;SC;79865-874;554187877606;P004;1;29/11/2023;29/11/2023;Dinheiro;L002;V004;1200.0
44;Joao Gabriel da Mota;02/10/1992;8368988;52341780644;Vale Gomes, 37;80;;Morro Dos Macacos;Rocha;RO;73864301;8403060944;P001;3;10/01/2024;10/01/2024;Pix;L003;V005;3500.0
45;Anthony Gabriel Santos;19/05/2004;6893692;93062715499;Rodovia de Nunes, 30;216;;Jardim Dos Comerciarios;da Cruz;MT;22537-666;3148040819;P002;3;20/12/2023;20/12/2023;Dinheiro;L001;V001;2500.0
46;Rael Cunha;15/08/1955;2338285;85271930432;Passarela Campos, 32;8;;Outro;Nogueira;AC;30306-737;8416747575;P001;2;09/11/2023;09/11/2023;Pix;L003;V006;3500.0
47;Yasmin Nascimento;09/11/1999;3798845;80213795450;Colônia Albuquerque, 1;47;;Vila Nova Paraíso;Moraes;MG;58681-184;5506133427414;P005;1;09/03/2024;09/03/2024;Dinheiro;L003;V005;450.0
48;Diogo Carvalho;21/01/1978;9112575;57021683480;Passarela Rebeca Teixeira, 695;105;;Vila Inestan;Camargo do Campo;SE;05744-568;555158001575;P004;2;05/12/2023;05/12/2023;Cartao Debito;L003;V006;1200.0
49;Miguel Barbosa;08/10/1969;4872838;87914253014;Jardim Oliveira, 3;28;;Bonsucesso;Viana;PB;82202-124;553112755330;P003;2;27/03/2025;27/03/2025;Pix;L001;V001;300.0
50;Maria Julia Fogaca;26/08/1959;3419057;60927851377;Praça Pinto, 84;9;;Vila Jardim Alvorada;Cassiano de Duarte;SC;33498813;07116082350;P004;2;10/12/2023;10/12/2023;Cartao Credito;L001;V001;1200.0
51;Bianca Pinto;25/04/1987;2011526;06485397256;Vila Luiz Otávio da Conceição, 28;91;;Cidade Jardim;Vieira;PE;74416-472;06131750250;P004;1;02/04/2025;02/04/2025;Cartao Debito;L003;V005;1200.0
52;Davi Luiz Castro;12/08/1982;9016745;54892610720;Ladeira Hellena Machado, 37;14;;Nossa Senhora Da Conceição;Gonçalves;CE;19329858;3144193981;P006;5;08/08/2024;08/08/2024;Pix;L001;V002;250.0
53;Brenda Cavalcante;21/03/1996;6733169;73019248604;Campo Kamilly Gomes, 93;10;;Vila Nova Cachoeirinha 3ª Seção;Melo;MG;31894-643;04177237131;P002;5;07/07/2024;07/07/2024;Cartao Credito;L001;V001;2500.0
54;Yuri Pereira;27/01/1957;6571001;63795081203;Vale de Cassiano;4;;Alto Caiçaras;Aragão;RS;72290509;5502141202174;P006;3;17/02/2025;17/02/2025;Dinheiro;L001;V001;250.0
55;Joao Miguel Cunha;15/01/2006;7718226;83426951746;Favela Novais, 68;443;;Novo Glória;Santos do Sul;PI;09848-536;09008824148;P001;3;29/06/2025;29/06/2025;Pix;L001;V001;3500.0
56;Luiz Otavio Cunha;25/01/1971;7211843;03692175434;Viela de Almeida, 90;70;;Vila Santa Rosa;Novaes de Pereira;RJ;24381-262;551102810718;P003;2;13/05/2025;13/05/2025;Dinheiro;L002;V004;300.0
57;Manuela Fernandes;29/06/1994;7368464;31784956228;Chácara de Ribeiro, 35;50;;Independência;Mendonça do Oeste;SE;97951135;05000855875;P002;5;21/11/2024;21/11/2024;Pix;L002;V003;2500.0
58;Gabriel Peixoto;07/08/2005;9190614;46235901780;Rodovia Farias, 70;52;;Conjunto Serra Verde;Monteiro do Sul;CE;53943480;08152991089;P006;1;20/08/2024;20/08/2024;Pix;L001;V002;250.0
59;Ian Moura;09/02/1981;7405719;01593472625;Colônia Lopes, 5;82;;Pilar;Ribeiro do Oeste;MG;02298459;7197532251;P003;5;05/09/2025;05/09/2025;Cartao Credito;L001;V002;300.0
60;Joana Sales;23/03/1999;5671017;36728950400;Estação Maria Vitória da Rosa, 55;16;;Ouro Preto;Pires;MS;11640-527;5501151432248;P006;2;06/08/2024;06/08/2024;Dinheiro;L003;V006;250.0
61;Dr. Davi Lucca Garcia;04/10/1960;8313368;73409152814;Recanto Isadora Leão, 1;1;;Palmeiras;Cavalcanti;AP;95827-061;558485488341;P006;2;15/12/2023;15/12/2023;Cartao Credito;L002;V004;250.0
62;Luiz Fernando Pastor;27/07/1992;2918729;57421936882;Pátio Danilo Rios, 69;3;;Ventosa;Brito de Barros;RN;65674636;558496920380;P005;3;23/11/2023;23/11/2023;Cartao Debito;L003;V006;450.0
63;Davi Lucca Rocha;16/04/2007;5073639;90568142730;Praça Guerra, 801;16;;Barão Homem De Melo 1ª Seção;Sampaio de Almeida;SC;83222426;05150712228;P002;5;01/06/2025;01/06/2025;Cartao Credito;L001;V001;2500.0
64;Luiz Felipe Garcia;10/08/1992;9560639;72530169470;Estação Jesus, 768;118;;Vila Maloca;Santos;PR;11009745;6147836041;P001;4;03/03/2024;03/03/2024;Cartao Credito;L001;V001;3500.0
65;Amanda Nascimento;05/09/2005;3798814;17302649804;Rua Cirino, 71;68;;São Geraldo;Rodrigues;PI;52771034;5508117219508;P004;5;07/08/2024;07/08/2024;Pix;L003;V006;1200.0
66;Samuel da Paz;05/10/1959;3732456;98713504657;Trecho de Alves, 87;5;;Vila Real 1ª Seção;Costa;TO;22127-662;5502101253281;P004;4;17/11/2023;17/11/2023;Dinheiro;L002;V003;1200.0
67;Eloah Alves;08/11/1994;5947891;74298563146;Lago de Correia, 55;39;;Nova Esperança;Cassiano do Campo;AP;73408-815;5501101630984;P003;1;16/08/2025;16/08/2025;Dinheiro;L003;V005;300.0
68;Isabella Cardoso;18/02/1995;1976511;10295674334;Lago de Fonseca;93;;Castanheira;Costa de Costa;PR;36134-468;3101988771;P002;1;11/05/2025;11/05/2025;Cartao Debito;L003;V005;2500.0
69;Kaique Garcia;21/03/1979;9032688;12758360977;Colônia Gomes, 7;99;;Vila São Dimas;Teixeira;PE;52248-189;5508427372173;P005;4;29/12/2023;29/12/2023;Cartao Debito;L002;V004;450.0
70;Livia Lopes;05/08/2002;2794777;52170936416;Travessa de Novais, 93;66;;Vila Ouro Minas;Câmara;RR;87064-826;4196273275;P006;2;20/09/2024;20/09/2024;Cartao Debito;L002;V004;250.0
71;Sra. Eloah Vieira;07/07/2000;2864622;72819346537;Trecho Davi Luiz Aragão, 52;644;;Vila São Geraldo;Monteiro;PE;03384-131;1104114424;P006;4;19/04/2024;19/04/2024;Pix;L001;V002;250.0
72;Isis da Cunha;23/10/2006;7544327;97653804101;Ladeira de Cunha, 13;85;;Mariquinhas;Rezende;PE;40373763;1153672296;P001;2;18/01/2024;18/01/2024;Cartao Credito;L003;V005;3500.0
73;Laura da Cruz;06/03/1989;5837835;13294580606;Vale de Duarte, 3;25;;Aguas Claras;Garcia do Sul;MG;00018-930;03129650646;P005;4;01/02/2024;01/02/2024;Dinheiro;L003;V006;450.0
74;Matheus Silva;06/03/2003;3500011;36154209770;Esplanada Silva, 1;84;;Glória;Pacheco de Jesus;RO;02391-260;04101766975;P006;3;21/05/2025;21/05/2025;Cartao Debito;L002;V003;250.0
75;Ana Cecilia Vasconcelos;21/07/1988;8332018;06812975303;Recanto Amanda Rios, 90;15;;Vila Betânia;Camargo de Lima;PE;61629419;5508418702099;P002;4;18/01/2024;18/01/2024;Cartao Credito;L003;V005;2500.0
76;Sra. Isadora Pires;12/08/1993;9381003;13297064552;Trecho Nascimento;784;;Mangabeiras;Monteiro;SP;26946155;09005910479;P004;4;07/06/2025;07/06/2025;Cartao Debito;L002;V004;1200.0
77;Rafael Macedo;16/09/1997;7352039;26451379891;Rodovia Dom Mendonça, 20;58;;Vila Jardim Alvorada;Câmara Grande;RN;80756-708;551104518440;P002;5;09/03/2025;09/03/2025;Cartao Credito;L002;V004;2500.0
78;Dr. Ryan Costela;15/03/1998;3483232;28394561098;Lagoa de Duarte, 564;9;;Serrano;Alves Alegre;PB;99980-292;03178198994;P001;1;03/11/2024;03/11/2024;Dinheiro;L001;V001;3500.0
79;Manuela Leao;15/10/1980;2860937;69718025359;Lago Sarah Aparecida, 38;58;;Garças;Almeida;SC;12636650;5507167411432;P005;2;05/03/2025;05/03/2025;Dinheiro;L002;V003;450.0
80;Ana Livia Nascimento;20/04/1960;1314886;61852470976;Trecho de Gonçalves, 652;84;;Túnel De Ibirité;Fonseca da Serra;RS;27292232;06134903634;P002;5;28/12/2023;28/12/2023;Cartao Debito;L003;V005;2500.0
81;Pietro Duarte;29/05/1961;6430120;42365198015;Colônia de da Conceição, 6;135;;São Gabriel;Moraes;RS;86751431;6156009829;P006;4;04/06/2025;04/06/2025;Cartao Credito;L003;V006;250.0
82;Juliana Pacheco;03/04/1990;9697234;90712436804;Conjunto Enrico Sales;812;;Vila Aeroporto;Gonçalves;RO;27279-598;557121988820;P004;5;13/09/2024;13/09/2024;Cartao Debito;L002;V004;1200.0
83;Sr. Enzo Gabriel Leao;21/11/1961;3133107;08297356400;Esplanada Ester Mendes;40;;Vila Nova Cachoeirinha 3ª Seção;Mendonça da Praia;AM;03954-928;8186777864;P004;4;26/07/2024;26/07/2024;Cartao Debito;L001;V001;1200.0
84;Luisa Rezende;16/03/2004;5614645;26753849092;Trevo Viana, 232;440;;Prado;Pastor;PI;50850867;04133221225;P006;2;22/12/2024;22/12/2024;Cartao Credito;L002;V004;250.0
85;Isadora Cardoso;18/01/1959;1114357;12059786401;Quadra Peixoto, 563;66;;Conjunto Califórnia Ii;Vieira de Nogueira;AP;13225-760;09000420619;P006;4;02/03/2025;02/03/2025;Cartao Debito;L001;V002;250.0
86;Anthony Andrade;27/01/1973;5668194;48092637547;Trevo de Vargas, 704;2;;Parque São Pedro;Pacheco de Moraes;MA;28153336;5504163914909;P002;1;28/04/2025;28/04/2025;Cartao Credito;L003;V005;2500.0
87;Dante Cardoso;11/08/1956;6874953;65802739177;Núcleo Araújo, 309;676;;Jardinópolis;Novais;PE;99660-596;08008990269;P001;2;27/05/2024;27/05/2024;Cartao Credito;L001;V002;3500.0
88;Agatha Nunes;19/01/1959;5007846;28376105930;Viela Maria Alice Silva, 14;66;;São Marcos;da Mota das Flores;PI;37251-252;08456767558;P005;2;03/03/2025;03/03/2025;Cartao Credito;L001;V001;450.0
89;Maria Helena Almeida;23/01/1974;3485311;96703548200;Favela da Cunha, 27;8;;Atila De Paiva;Correia;PI;77688-919;556188670213;P006;3;16/07/2024;16/07/2024;Dinheiro;L003;V006;250.0
90;Joao Campos;22/04/2003;9986372;83976201502;Residencial Maria Cassiano, 63;7;;Piraja;Rocha;DF;50083-744;2190609382;P003;2;20/10/2025;20/10/2025;Dinheiro;L003;V006;300.0
91;Luan Rocha;09/12/1991;6295723;25036487974;Condomínio de Fernandes, 96;47;;Vila São Francisco;Campos do Amparo;ES;81319-416;5507131422539;P004;3;08/05/2025;08/05/2025;Dinheiro;L001;V002;1200.0
92;Sra. Ester Pastor;26/06/1979;7870605;65742139837;Praia Aparecida;22;;Conjunto Santa Maria;Abreu;PA;79977550;551117362656;P001;4;03/12/2023;03/12/2023;Cartao Debito;L001;V002;3500.0
93;Thales Nogueira;02/02/1980;1599762;96401752858;Jardim Freitas, 86;74;;Camponesa 2ª Seção;Novaes;MS;40583953;07162857887;P003;3;09/09/2024;09/09/2024;Pix;L001;V001;300.0
94;Fernanda Cavalcante;17/08/1976;3518564;01386274526;Alameda de Barbosa;99;;Serra Do Curral;da Mota;SC;57572545;04165946739;P001;5;04/08/2024;04/08/2024;Cartao Credito;L001;V001;3500.0
95;Alice Moraes;14/10/1973;7674316;79132605803;Vereda Cavalcanti, 4;61;;São Benedito;Novaes Alegre;PA;23796-356;6199680940;P002;4;26/05/2025;26/05/2025;Cartao Credito;L001;V002;2500.0
96;Luiz Fernando Mendes;18/11/1957;5476315;74913562819;Recanto Martins, 605;62;;Vila Jardim São José;Macedo das Flores;PB;10506956;554168605059;P006;2;15/10/2025;15/10/2025;Cartao Debito;L003;V006;250.0
97;Eloa Machado;12/10/1979;2468588;19308475214;Trevo Bella Jesus, 67;7;;Barão Homem De Melo 2ª Seção;Pimenta dos Dourados;RR;93025646;08149568888;P003;3;15/12/2024;15/12/2024;Cartao Debito;L003;V006;300.0
98;Joao Lucas Marques;31/08/1994;7013203;73902164506;Condomínio Noah Sampaio, 53;44;;Monsenhor Messias;Borges de Gomes;RO;03462742;3125934723;P004;4;17/07/2025;17/07/2025;Pix;L001;V001;1200.0
99;Luna Montenegro;23/11/1993;4461433;80913762431;Alameda Costela, 14;67;;Palmares;Casa Grande;RN;60184819;553124438048;P004;4;06/03/2024;06/03/2024;Cartao Debito;L001;V002;1200.0
100;Srta. Nicole Monteiro;01/06/1968;8739753;01247965830;Sítio de Pereira, 96;93;;Vila Bandeirantes;Rios;RO;99691-517;8448665894;P002;1;22/05/2025;22/05/2025;Cartao Credito;L002;V004;2500.0
