id_cliente,nome_cliente,data_nascimento,rg,cpf,endereco,numero,complemento,bairro,cidade,estado,cep,telefone,codigo_produto,nome_produto,quantidade,valor_produto,forma_pagamento,codigo_loja,nome_loja,codigo_vendedor,nome_vendedor,data_compra,erros
50,Arthur Miguel Gonçalves,29/06/1996,3125790,40829571620,"Setor de Moura, 92",44,,Xangri-Lá,Farias,CE,42054-932,08006685161,003,Tablet,1,1800.0,Cartão de Débito,L01,Loja A,V02,Fernanda,25/09/2025,
51,Rhavi Duarte,30/04/2004,114590,46372598000,"Núcleo de Sales, 20",34,,Nossa Senhora De Fátima,Sales do Campo,RS,59332-727,05005687833,005,Teclado,4,150.0,Cartão de Débito,L02,Loja B,V02,Fernanda,25/09/2025,
52,Anna Liz Moura,30/05/1978,6069742,19064582785,"Rua Luísa Camargo, 89",9,,Parque São José,Marques,BA,79087-406,55610391065,003,Tablet,4,1800.0,Cartão de Débito,L01,Loja A,V04,Mariana,25/09/2025,
53,Bernardo Melo,31/05/1956,6859648,29683541089,"Setor de Carvalho, 31",368,,Vila Oeste,Abreu,SP,47868633,05152431069,005,Teclado,1,150.0,Cartão de Crédito,L03,Loja C,V05,Barone,25/09/2025,
54,Isaque Costela,19/04/1958,9964729,07915836439,"Avenida Carvalho, 643",495,,Jardim Vitoria,Ribeiro,PE,64408926,8470568566,001,Notebook,1,3500.0,Cartão de Débito,L01,Loja A,V04,Mariana,25/09/2025,
55,Ester Sá,30/03/1983,4042775,34269051833,"Jardim Costela, 81",91,,Vila Nova Paraíso,Aragão,GO,99013-983,08135403317,004,Monitor,4,950.0,Cartão de Débito,L02,Loja B,V01,Carlos,25/09/2025,
56,Dra. Gabrielly Gonçalves,27/03/2003,9262353,54638291791,"Quadra Gael Henrique Silveira, 45",75,,Bacurau,Sousa,BA,48996423,07136937854,002,Smartphone,4,2200.0,Cartão de Crédito,L02,Loja B,V03,João,25/09/2025,
57,Rebeca Marques,25/08/1963,5908535,29714053897,"Pátio Carvalho, 31",4,,Santa Rita De Cássia,Freitas de Araújo,RN,70088-600,5148408621,004,Monitor,3,950.0,Dinheiro,L03,Loja C,V06,Thiago,25/09/2025,
58,Clarice da Costa,26/11/1964,8832465,45963021898,"Vila Câmara, 11",7,,Minaslandia,Novaes do Amparo,AL,21765918,55061339740,005,Teclado,4,150.0,Cartão de Débito,L01,Loja A,V03,João,25/09/2025,
59,Ana Beatriz Cavalcanti,16/12/2003,5276177,03265891470,"Travessa Gomes, 356",9,,Vila Piratininga Venda Nova,Aragão do Campo,PA,15999650,55817735866,002,Smartphone,1,2200.0,Boleto,L03,Loja C,V05,Barone,25/09/2025,
6,Srta. Beatriz Araújo,26/01/1976,5692553,13894765020,"Feira Dom Macedo, 910",2,,Coração De Jesus,Cavalcante,PA,73602-606,55717468723,005,Teclado,3,150.0,Cartão de Crédito,L01,Loja A,V06,Thiago,25/09/2025,
60,Maria Helena Barros,28/08/1995,4955645,31827956437,"Colônia Fernando Abreu, 67",31,,Bonsucesso,Lopes,PB,10158-199,06160466183,001,Notebook,3,3500.0,Cartão de Crédito,L01,Loja A,V05,Barone,25/09/2025,
61,Mateus Cavalcante,02/02/1962,5052144,47201385941,"Núcleo da Cunha, 47",31,,Jardinópolis,Gonçalves,MT,57569-245,05003752654,004,Monitor,5,950.0,Boleto,L01,Loja A,V01,Carlos,25/09/2025,
62,Rebeca Oliveira,05/03/1996,5467463,64920817576,"Alameda de Siqueira, 83",71,,Vila Independencia 1ª Seção,Carvalho de Porto,MA,42661797,08006886805,005,Teclado,1,150.0,Cartão de Débito,L01,Loja A,V05,Barone,25/09/2025,
63,Antonella Caldeira,27/06/1995,5956059,20679384529,"Rodovia Souza, 489",75,,Piraja,Ferreira,AC,14611-254,08173875717,001,Notebook,2,3500.0,Dinheiro,L01,Loja A,V05,Barone,25/09/2025,
64,Luiza Azevedo,24/08/1970,1930810,05187642901,"Praça de Martins, 36",76,,Álvaro Camargos,Machado,RJ,60334-191,6125537147,002,Smartphone,5,2200.0,Boleto,L01,Loja A,V05,Barone,25/09/2025,
65,Luara Peixoto,01/05/1975,6585795,91523486791,"Chácara de Rocha, 25",24,,Conjunto Taquaril,Sales Grande,PE,69296-627,6128274225,001,Notebook,4,3500.0,Boleto,L03,Loja C,V05,Barone,25/09/2025,
66,Ana Júlia Fogaça,06/03/2005,8130388,23647859109,"Praia de Mendonça, 11",14,,Ipe,Nascimento,MA,79788191,55818580783,003,Tablet,3,1800.0,Cartão de Débito,L03,Loja C,V06,Thiago,25/09/2025,
67,Isadora da Rosa,04/02/2001,540736,74560398283,"Trecho de Sales, 79",39,,Vila Sesc,Costela,SE,95849825,02149481260,003,Tablet,2,1800.0,Pix,L02,Loja B,V02,Fernanda,25/09/2025,
68,Carolina Sampaio,19/08/2000,4188889,25368740107,"Parque Marcela Barbosa, 7",845,,Santa Branca,Pacheco do Sul,SP,75186363,1145458929,003,Tablet,4,1800.0,Pix,L01,Loja A,V01,Carlos,25/09/2025,
69,Sr. Augusto Brito,02/12/1987,7710502,01236954734,"Esplanada Yan Borges, 24",12,,Morro Dos Macacos,Silveira de Goiás,PA,10371293,4170051627,004,Monitor,5,950.0,Boleto,L01,Loja A,V01,Carlos,25/09/2025,
7,Vitor Hugo Araújo,17/05/1994,959074,07294615802,"Passarela Campos, 139",916,,Lagoa,Costela Alegre,ES,62475-107,09009118384,004,Monitor,3,950.0,Pix,L01,Loja A,V02,Fernanda,25/09/2025,
70,Aurora Siqueira,12/06/1997,1731434,59413670234,"Esplanada de Macedo, 33",89,,Belvedere,Borges,AM,19656523,55841389994,005,Teclado,2,150.0,Boleto,L02,Loja B,V02,Fernanda,25/09/2025,
71,Liz Costela,04/03/1982,8548370,36450197820,"Vereda Diego Moura, 6",72,,Belvedere,Fonseca da Prata,RO,71091043,55061068486,003,Tablet,1,1800.0,Cartão de Débito,L02,Loja B,V03,João,25/09/2025,
72,Zoe Pimenta,28/10/1962,1402526,41368925006,"Praça de Siqueira, 40",7,,Canadá,Pimenta de Pereira,AL,21020-275,4184252410,002,Smartphone,4,2200.0,Boleto,L03,Loja C,V03,João,25/09/2025,
73,Júlia Moura,12/02/1958,9674609,17842035644,"Jardim Vargas, 2",18,,Atila De Paiva,da Cruz,AL,56220-863,06136541951,005,Teclado,5,150.0,Cartão de Crédito,L03,Loja C,V05,Barone,25/09/2025,
74,Felipe Câmara,12/05/1997,770553,61792540876,Estrada Ana Nunes,49,,Piraja,Pastor do Amparo,SP,83206038,08405064138,003,Tablet,1,1800.0,Cartão de Débito,L02,Loja B,V01,Carlos,25/09/2025,
75,Rebeca Araújo,11/04/2006,2388630,41089326769,"Rodovia Carvalho, 11",42,,Jardim Felicidade,Dias das Flores,RR,57431-329,55512127756,001,Notebook,5,3500.0,Cartão de Débito,L02,Loja B,V03,João,25/09/2025,
76,Rael das Neves,16/04/1979,2011815,12465703943,"Feira Fogaça, 18",34,,Ambrosina,Machado da Prata,SC,17121003,55813651994,005,Teclado,2,150.0,Pix,L01,Loja A,V06,Thiago,25/09/2025,
77,Gael Henrique Ramos,26/03/1978,2160763,15903672868,"Passarela de Monteiro, 7",62,,Ermelinda,da Mota,GO,20999-347,8187014626,003,Tablet,5,1800.0,Dinheiro,L02,Loja B,V01,Carlos,25/09/2025,
78,Isadora Pires,02/06/2007,9121045,06534827107,"Estação Benjamim Dias, 530",8,,São Gonçalo,Vargas Verde,ES,13348039,5152239559,001,Notebook,4,3500.0,Pix,L01,Loja A,V01,Carlos,25/09/2025,
79,Sra. Cecília Nunes,29/12/2004,8258194,84230596774,Recanto de Abreu,49,,Vitoria,Fernandes,RR,50029218,2115691545,003,Tablet,2,1800.0,Pix,L01,Loja A,V06,Thiago,25/09/2025,
8,Sr. Joaquim Freitas,01/11/1969,7351517,84059273104,Sítio Cassiano,44,,Vila Nova Gameleira 1ª Seção,Costela Paulista,PE,40164-005,55814278680,003,Tablet,1,1800.0,Cartão de Crédito,L02,Loja B,V01,Carlos,25/09/2025,
80,Pedro Henrique Vieira,11/08/1988,8173859,52917463864,"Lago de Cardoso, 70",602,,Centro,Porto,RJ,72513552,55315704331,004,Monitor,5,950.0,Dinheiro,L03,Loja C,V01,Carlos,25/09/2025,
81,Alexandre Aragão,09/03/1975,7040612,26739480150,"Via de Teixeira, 82",1,,Jardim Guanabara,Dias,GO,15262181,08199706296,001,Notebook,1,3500.0,Cartão de Débito,L03,Loja C,V01,Carlos,25/09/2025,
82,Lucas Costela,17/05/2006,6866576,89452610794,"Sítio de Mendonça, 60",7,,Bonsucesso,Ribeiro do Amparo,DF,03241714,6177418625,003,Tablet,5,1800.0,Boleto,L01,Loja A,V04,Mariana,25/09/2025,
83,Sr. Pietro Aparecida,07/09/1968,7802377,43970158648,"Pátio de Sá, 138",78,,São Jorge 1ª Seção,Oliveira de da Costa,PR,16089-899,55011172233,002,Smartphone,1,2200.0,Pix,L02,Loja B,V01,Carlos,25/09/2025,
84,Maya Costa,03/08/2007,2480985,94570632106,"Ladeira Raquel Marques, 9",71,,Confisco,Nunes,RJ,19148564,5179970246,003,Tablet,2,1800.0,Cartão de Débito,L03,Loja C,V01,Carlos,25/09/2025,
85,Maria Liz Andrade,16/09/1975,5561547,30726851930,"Vila Gael Henrique da Conceição, 84",74,,Varzea Da Palma,Correia,PB,67850821,04186289023,003,Tablet,5,1800.0,Dinheiro,L03,Loja C,V06,Thiago,25/09/2025,
86,Benjamin da Cruz,26/06/1956,848243,53428796047,"Feira Freitas, 89",97,,Marçola,Castro Paulista,SC,40602933,55213468007,002,Smartphone,2,2200.0,Cartão de Débito,L01,Loja A,V04,Mariana,25/09/2025,
87,Alexia Câmara,09/02/1968,5124763,46872350180,"Rua de Pinto, 29",9,,Vila Engenho Nogueira,Novais da Mata,MA,71545444,55071283096,001,Notebook,2,3500.0,Pix,L02,Loja B,V06,Thiago,25/09/2025,
88,Sara da Rocha,24/06/1968,7022366,69045813793,"Vereda de Viana, 95",92,,Conjunto Serra Verde,Brito do Amparo,BA,82513-534,8455494717,002,Smartphone,3,2200.0,Cartão de Débito,L03,Loja C,V01,Carlos,25/09/2025,
89,Ana Sophia Melo,14/11/2001,8396617,16430975800,"Quadra de Casa Grande, 22",35,,Juliana,Abreu,PB,32927-129,02166676008,004,Monitor,1,950.0,Dinheiro,L01,Loja A,V02,Fernanda,25/09/2025,
9,Srta. Ísis Andrade,19/12/1998,9772888,82610945701,"Feira de Rios, 6",369,,Nova Vista,Castro,SE,60256342,55516073375,003,Tablet,3,1800.0,Boleto,L02,Loja B,V01,Carlos,25/09/2025,
90,Sr. Lorenzo Sá,22/11/1998,3197346,09315248732,"Trecho de das Neves, 11",84,,Vila Oeste,Lopes Grande,MT,53260-332,55110982150,004,Monitor,3,950.0,Pix,L01,Loja A,V02,Fernanda,25/09/2025,
91,Vitor Pinto,22/04/1957,804641,10857349600,"Recanto Leandro Costela, 5",91,,Indaiá,Leão,TO,89141173,05003483564,001,Notebook,2,3500.0,Dinheiro,L02,Loja B,V03,João,25/09/2025,
92,Sara Costela,17/03/1991,8064202,53079642180,"Rodovia Barbosa, 5",57,,Heliopolis,Aragão de Brito,TO,04556110,55021225579,001,Notebook,3,3500.0,Pix,L03,Loja C,V05,Barone,25/09/2025,
93,Sr. Danilo Guerra,12/12/1975,7659448,46783105253,"Colônia Leão, 879",79,,Vila São Paulo,Pimenta do Sul,RO,77167014,05108993588,004,Monitor,5,950.0,Pix,L01,Loja A,V01,Carlos,25/09/2025,
94,Aylla Lopes,20/10/1989,4170429,75614803262,"Residencial Lucas Barbosa, 45",14,,Santa Sofia,Novaes,RS,63177-971,1175170166,003,Tablet,2,1800.0,Boleto,L02,Loja B,V01,Carlos,25/09/2025,
95,Agatha Borges,11/09/1996,5110305,89356721068,"Quadra Farias, 899",27,,Cachoeirinha,Abreu,MT,48851-027,55846149331,001,Notebook,5,3500.0,Dinheiro,L02,Loja B,V06,Thiago,25/09/2025,
96,Lucca Caldeira,10/11/1994,780146,91735486000,"Avenida de Novaes, 89",329,,Vila Ouro Minas,Caldeira,MG,86693-465,02172269848,003,Tablet,4,1800.0,Boleto,L03,Loja C,V01,Carlos,25/09/2025,
97,Dra. Helena Costa,05/11/1965,4875114,52846701911,"Viaduto de Santos, 58",90,,Camargos,Garcia,BA,03424420,02138057198,004,Monitor,5,950.0,Cartão de Débito,L02,Loja B,V01,Carlos,25/09/2025,
98,Dra. Maria Julia da Costa,23/10/1981,4825775,06835297140,"Praia de Câmara, 99",533,,Parque São Pedro,Rodrigues,AP,28160648,55712294057,004,Monitor,1,950.0,Boleto,L03,Loja C,V06,Thiago,25/09/2025,
99,Sr. Kevin Mendonça,06/08/1996,9230156,51948702304,"Setor de Guerra, 6",63,,Lindéia,da Rocha do Oeste,SP,80157-399,55510561648,002,Smartphone,3,2200.0,Dinheiro,L01,Loja A,V06,Thiago,25/09/2025,
